"NCT","title_old","key","title","notes","decision","n_include","n_exclude","n_maybe","n_decisions","to_screen","final_decision","final_decision_conflict"
"NCT04074538","The National Colorectal Cancer Cohort Study-Precision Medical Research in Colorectal Cancer; the National Colorectal Cancer Cohort (NCRCC) Study: National Colorectal Cancer Research Consortium","rayyan-325728881","The National Colorectal Cancer Cohort Study-Precision Medical Research in Colorectal Cancer; the National Colorectal Cancer Cohort (NCRCC) Study: National Colorectal Cancer Research Consortium","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development,multivariable analysis","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04075708","First Trimester Screening for Late-onset Preeclampsia: Evaluation of Novel Predictive Biomarker MMP-7 in Combination With MAP and Uterine Artery Pulsatility Index in a Danish Population; Predicting Late-onset Preeclampsia at 10-14 Weeks of Pregnancy","rayyan-325728883","First Trimester Screening for Late-onset Preeclampsia: Evaluation of Novel Predictive Biomarker MMP-7 in Combination With MAP and Uterine Artery Pulsatility Index in a Danish Population; Predicting Late-onset Preeclampsia at 10-14 Weeks of Pregnancy","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,validation,Development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04088838","Natural Course of Pain Following Surgery Through an Abdominal Incision: The Role of Adhesions and Other Factors in Chronification of Abdominal Pain; Natural Course of Pain Following Surgery Through an Abdominal Incision","rayyan-325728886","Natural Course of Pain Following Surgery Through an Abdominal Incision: The Role of Adhesions and Other Factors in Chronification of Abdominal Pain; Natural Course of Pain Following Surgery Through an Abdominal Incision","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Maybe""} | RAYYAN-LABELS: Prognosis,prognosis,development | USER-NOTES: {""Nicole""=>[""not sure if they are developing or validation a model""]}","""Nicole""=>""Included"", ""Rex""=>""Maybe"", ""Nicole""=>[""not sure if they are developing or validation a model""]",1,0,1,1,1,"Include","Include"
"NCT04119505","Pronostic Value of Diaphragmatic Excursion Measurement in Patients With Acute Respiratory Failure in the ED.; Value of Diaphragmatic Motion Measurement at Ultrasonography to Predict Poor Prognosis in Emergency Department Patients With Acute Respiratory Failure","rayyan-325728889","Pronostic Value of Diaphragmatic Excursion Measurement in Patients With Acute Respiratory Failure in the ED.; Value of Diaphragmatic Motion Measurement at Ultrasonography to Predict Poor Prognosis in Emergency Department Patients With Acute Respiratory Failure","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Excluded""} | RAYYAN-LABELS: prognosis,validation,clinical score | USER-NOTES: {""Nicole""=>[""DECISION: INCLUDE""]}","""Nicole""=>""Included"", ""Rex""=>""Excluded"", ""Nicole""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT04126239","Validation Study of a Rapid Screening Test of Food Addiction in Patients Suffering From Obesity and Healthy Volunteer; Validation of a Food Addiction Screening Test","rayyan-325728891","Validation Study of a Rapid Screening Test of Food Addiction in Patients Suffering From Obesity and Healthy Volunteer; Validation of a Food Addiction Screening Test","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,validation","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04126304","Multi-center Investigation and Study of Mycoplasma Pneumoniae Infection and Macrolide Drug Resistance in Outpatient and In-hospital Pediatric Acute Respiratory Diseases Illness in China; Mycoplasma Infection Rate and Macrolides Resistance in Children With Acute Respiratory Tract Infection","rayyan-325728892","Multi-center Investigation and Study of Mycoplasma Pneumoniae Infection and Macrolide Drug Resistance in Outpatient and In-hospital Pediatric Acute Respiratory Diseases Illness in China; Mycoplasma Infection Rate and Macrolides Resistance in Children With Acute Respiratory Tract Infection","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,development,multiple designs","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04136236","Automatic Diagnosis of Early Esophageal Squamous Neoplasia Using Probe-based Confocal Laser Endomicroscopy With Artificial Intelligence; Automatic Diagnosis of Early Esophageal Squamous Neoplasia Using pCLE With AI","rayyan-325728894","Automatic Diagnosis of Early Esophageal Squamous Neoplasia Using Probe-based Confocal Laser Endomicroscopy With Artificial Intelligence; Automatic Diagnosis of Early Esophageal Squamous Neoplasia Using pCLE With AI","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,validation,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04150081","Endoscopic Versus Surgical Treatment for T1 Colorectal Cancer: a Population-based Cohort Study; Endoscopic Versus Surgical Treatment for T1 Colorectal Cancer","rayyan-325728897","Endoscopic Versus Surgical Treatment for T1 Colorectal Cancer: a Population-based Cohort Study; Endoscopic Versus Surgical Treatment for T1 Colorectal Cancer","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,development | USER-NOTES: {""Nicole""=>[""wrong outcome"", ""changed my mind! assuming probability of surgery is meant to be progonosis.""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""Nicole""=>[""wrong outcome"", ""changed my mind! assuming probability of surgery is meant to be progonosis.""]",2,0,0,2,0,"Include","Include"
"NCT04156594","Preoperative Self-assessment for Cardio-pulmonary Risk Stratification; Preoperative Self-assessment for Cardio-pulmonary Risk Stratification","rayyan-325728899","Preoperative Self-assessment for Cardio-pulmonary Risk Stratification; Preoperative Self-assessment for Cardio-pulmonary Risk Stratification","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04165759","Preoperative Evaluation of High-resolution Computed Tomography to Predict Pathologic Tumor Invasion in Ground-glass Opacity Featured Lung Adenocarcinoma; HRCT in Prediction of Tumor Invasion in GGO Lung Adenocarcinoma","rayyan-325728900","Preoperative Evaluation of High-resolution Computed Tomography to Predict Pathologic Tumor Invasion in Ground-glass Opacity Featured Lung Adenocarcinoma; HRCT in Prediction of Tumor Invasion in GGO Lung Adenocarcinoma","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04191980","Multi-zone Computer-aided Prostate Segmentation on MR Images Using a Deep Learning-based Approach; Deep Learning for Prostate Segmentation","rayyan-325728903","Multi-zone Computer-aided Prostate Segmentation on MR Images Using a Deep Learning-based Approach; Deep Learning for Prostate Segmentation","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Validation | USER-NOTES: {""Nicole""=>[""wrong outcome (no mention of diagnosis)"", ""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""wrong outcome (no mention of diagnosis)"", ""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT04193475","Machine Learning in Quantitative Stress Echocardiography; Machine Learning in Quantitative Stress Echocardiography","rayyan-325728904","Machine Learning in Quantitative Stress Echocardiography; Machine Learning in Quantitative Stress Echocardiography","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04196790","DÃ©veloppement d'un modÃ¨le prÃ©dictif du Risque de Survenue d'Ã©vÃ¨nements Thromboemboliques Veineux Chez Les Patients Atteints de Cancer Broncho-pulmonaire mÃ©tastatique; Development of a Model to Predict the Risk of Venous Thromboembolic Events in Patients With Metastatic Bronchopulmonary Cancer","rayyan-325728905","DÃƒÂ©veloppement d'un modÃƒÂ¨le prÃƒÂ©dictif du Risque de Survenue d'ÃƒÂ©vÃƒÂ¨nements Thromboemboliques Veineux Chez Les Patients Atteints de Cancer Broncho-pulmonaire mÃƒÂ©tastatique; Development of a Model to Predict the Risk of Venous Thromboembolic Events in Patients With Metastatic Bronchopulmonary Cancer","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04207645","Modification and Validation of the RIPASA Score for Diagnosis of Acute Appendicitis Across Different Ethnic Populations (MODRIS): An International Multicentre Study; Modification and Validation of the RIPASA Score for Diagnosis of Acute Appendicitis","rayyan-325728906","Modification and Validation of the RIPASA Score for Diagnosis of Acute Appendicitis Across Different Ethnic Populations (MODRIS): An International Multicentre Study; Modification and Validation of the RIPASA Score for Diagnosis of Acute Appendicitis","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,validation,development,clinical score","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04208789","Artificial Neural Network as Diagnostic Tools For Rifampicin-Resistant Tuberculosis In Indonesia: A Predictive Model Study and Economic Evaluation; Artificial Inteligent for Diagnosing Drug-Resistant Tuberculosis","rayyan-325728907","Artificial Neural Network as Diagnostic Tools For Rifampicin-Resistant Tuberculosis In Indonesia: A Predictive Model Study and Economic Evaluation; Artificial Inteligent for Diagnosing Drug-Resistant Tuberculosis","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,validation,development,multiple designs","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04208932","A Kynurenine Pathway-based Molecular Imaging Study of Individualized Diagnosis and Treatment for Major Depressive Disorder; A Kynurenine Pathway-based Molecular Imaging Study of Individualized Diagnosis and Treatment for Major Depressive Disorder","rayyan-325728908","A Kynurenine Pathway-based Molecular Imaging Study of Individualized Diagnosis and Treatment for Major Depressive Disorder; A Kynurenine Pathway-based Molecular Imaging Study of Individualized Diagnosis and Treatment for Major Depressive Disorder","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04214964","Clinical Characters of the Diagnosis and Treatment of Gynecological Malignant Tumors in China : A Real World Study; Clinical Characters of the Diagnosis and Treatment of Gynecological Malignant Tumors in China : A Real World Study","rayyan-325728909","Clinical Characters of the Diagnosis and Treatment of Gynecological Malignant Tumors in China : A Real World Study; Clinical Characters of the Diagnosis and Treatment of Gynecological Malignant Tumors in China : A Real World Study","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,multiple designs | USER-NOTES: {""Nicole""=>[""DECISION: INCLUDE""]}","""Rex""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT04218461","Evaluation of the Usability of the Delirium Prediction Model of PRE-DELIRIC (PREdiction of DELIRium) in Medical ICU Patients; PREdiction of DELIRium in Medical ICU Patients","rayyan-325728910","Evaluation of the Usability of the Delirium Prediction Model of PRE-DELIRIC (PREdiction of DELIRium) in Medical ICU Patients; PREdiction of DELIRium in Medical ICU Patients","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,validation","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04219228","A Prospective School-based Study of Myopia in Children in Southern China; Zhaoqing Myopia Study","rayyan-325728912","A Prospective School-based Study of Myopia in Children in Southern China; Zhaoqing Myopia Study","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,validation,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04221048","Accuracy of Risk Prediction Scores in Pregnant Women With Congenital Heart Disease.; Accuracy of Risk Prediction Scores in Pregnant Women","rayyan-325728914","Accuracy of Risk Prediction Scores in Pregnant Women With Congenital Heart Disease.; Accuracy of Risk Prediction Scores in Pregnant Women","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,Development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04232462","A Multicentric Validation Study on the Accuracy of Artificial Intelligence Assisted System in Clinical Application of Digestive Endoscopy; A Multicentric Validation Study on the Accuracy of Artificial Intelligence Assisted System in Clinical Application of Digestive Endoscopy","rayyan-325728916","A Multicentric Validation Study on the Accuracy of Artificial Intelligence Assisted System in Clinical Application of Digestive Endoscopy; A Multicentric Validation Study on the Accuracy of Artificial Intelligence Assisted System in Clinical Application of Digestive Endoscopy","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,Validation | USER-NOTES: {""Nicole""=>[""unclear what outcome is"", ""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""Nicole""=>[""unclear what outcome is"", ""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT04235166","A Simple Risk Score to Assess Prognosis of Acute Upper Gastrointestinal Bleeding in Cirrhosis; Risk Assessment After Acute Upper Gastrointestinal Haemorrhage in Cirrhosis","rayyan-325728917","A Simple Risk Score to Assess Prognosis of Acute Upper Gastrointestinal Bleeding in Cirrhosis; Risk Assessment After Acute Upper Gastrointestinal Haemorrhage in Cirrhosis","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04240353","Remote-management of COPD: Evaluating Implementation of Digital Innovations to Enable Routine Care; RECEIVER: Digital Service Model for Chronic Obstructive Pulmonary Disease (COPD)","rayyan-325728918","Remote-management of COPD: Evaluating Implementation of Digital Innovations to Enable Routine Care; RECEIVER: Digital Service Model for Chronic Obstructive Pulmonary Disease (COPD)","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,development,multiple designs | USER-NOTES: {""Nicole""=>[""future work; no clear outcome stated"", ""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""Nicole""=>[""future work; no clear outcome stated"", ""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT04256395","Registry Study on the Efficacy of a Self-test and Self-alert Applet in Detecting Susceptible Infection of COVID-19 --a Population Based Mobile Internet Survey; Efficacy of a Self-test and Self-alert Mobile Applet in Detecting Susceptible Infection of COVID-19","rayyan-325728919","Registry Study on the Efficacy of a Self-test and Self-alert Applet in Detecting Susceptible Infection of COVID-19 --a Population Based Mobile Internet Survey; Efficacy of a Self-test and Self-alert Mobile Applet in Detecting Susceptible Infection of COVID-19","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,validation,Development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04257721","Development Of A Predictive Score For Maxillary Osteochimionecrosis After Invasive Oral Surgery In Patients Treated Whith Biphosphonates Or Biotherapies: The PREV-ONM Study; Predictive Score For Maxillary Osteonecrosis After Invasive Oral Surgery","rayyan-325728920","Development Of A Predictive Score For Maxillary Osteochimionecrosis After Invasive Oral Surgery In Patients Treated Whith Biphosphonates Or Biotherapies: The PREV-ONM Study; Predictive Score For Maxillary Osteonecrosis After Invasive Oral Surgery","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04265287","Severe Pneumonia In Children (S-PIC) Study: A Comparative Effectiveness Study Of Children With Severe Pneumonia In Asia; Severe Pneumonia In Children (S-PIC) Study: A Comparative Effectiveness Study Of Children With Severe Pneumonia In Asia","rayyan-325728921","Severe Pneumonia In Children (S-PIC) Study: A Comparative Effectiveness Study Of Children With Severe Pneumonia In Asia; Severe Pneumonia In Children (S-PIC) Study: A Comparative Effectiveness Study Of Children With Severe Pneumonia In Asia","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,development,multiple designs,multivariable analysis | USER-NOTES: {""Nicole""=>[""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""Nicole""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT04270799","Lung Nodule Imaging Biobank for Radiomics and AI Research; Lung Nodule Imaging Biobank for Radiomics and AI Research","rayyan-325728924","Lung Nodule Imaging Biobank for Radiomics and AI Research; Lung Nodule Imaging Biobank for Radiomics and AI Research","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: prognosis,Diagnostic,Development,development | USER-NOTES: {""dn.borg""=>[""Limited info.""]}","""Rex""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Limited info.""]",2,0,0,2,0,"Include","Include"
"NCT04273347","Incidence of Neurogenic Paraosteoarthropathies (NPOA) in a Population of Brain Traumatized and Spinal Cord Injured Patients and Specific Markers of Early Neurogenic Paraosteoarthropathies Development""; Incidence of Neurogenic Paraosteoarthropathies in a Population of Brain Traumatized and Spinal Cord Injured Patients and Specific Markers of Early NPOA Development""","rayyan-325728925","Incidence of Neurogenic Paraosteoarthropathies (NPOA) in a Population of Brain Traumatized and Spinal Cord Injured Patients and Specific Markers of Early Neurogenic Paraosteoarthropathies Development; Incidence of Neurogenic Paraosteoarthropathies in a Population of Brain Traumatized and Spinal Cord Injured Patients and Specific Markers of Early NPOA Development","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development | USER-NOTES: {""Nicole""=>[""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""Nicole""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT04273451","A RadioPathomics Integrated Artificial Intelligence System to Predict Tumor Regression Grading of Neoadjuvant Treatment in Locally Advanced Rectal Cancer: A Multicenter; Prospective and Observational Clinical Study; RadioPathomics Artificial Intelligence Model to Predict Tumor Regression Grading in Locally Advanced Rectal Cancer","rayyan-325728926","A RadioPathomics Integrated Artificial Intelligence System to Predict Tumor Regression Grading of Neoadjuvant Treatment in Locally Advanced Rectal Cancer: A Multicenter; Prospective and Observational Clinical Study; RadioPathomics Artificial Intelligence Model to Predict Tumor Regression Grading in Locally Advanced Rectal Cancer","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04285021","Prediction of Disease Severity in Young Children Presenting With Acute Febrile Illness in Resource-limited Settings; Prediction of Disease Severity in Young Children Presenting With Acute Febrile Illness in Resource-limited Settings","rayyan-325728927","Prediction of Disease Severity in Young Children Presenting With Acute Febrile Illness in Resource-limited Settings; Prediction of Disease Severity in Young Children Presenting With Acute Febrile Illness in Resource-limited Settings","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,prognosis,development | USER-NOTES: {""Nicole""=>[""include if severity is agreed as prognostic marker""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""Nicole""=>[""include if severity is agreed as prognostic marker""]",2,0,0,2,0,"Include","Include"
"NCT04287166","Feasibility of Remote Early At-risk Diagnosis for Cerebral Palsy in High-risk Infant Follow-up Clinics in The Central Norway Regional Health Authority; Early Remote At-risk Diagnosis for Cerebral Palsy in Follow-up Clinics for High-risk Infants","rayyan-325728928","Feasibility of Remote Early At-risk Diagnosis for Cerebral Palsy in High-risk Infant Follow-up Clinics in The Central Norway Regional Health Authority; Early Remote At-risk Diagnosis for Cerebral Palsy in Follow-up Clinics for High-risk Infants","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,Diagnostic,validation,Development | USER-NOTES: {""Nicole""=>[""not clear what the data inputs are"", ""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""Nicole""=>[""not clear what the data inputs are"", ""DECISION: INCLUDE""]",1,1,1,2,0,"Include","Include"
"NCT04287712","Detection of Early-stage Lung Cancer Using Machine Learning and Plasma Metabolomics; Detection of Lung Cancer by Plasma Lipids","rayyan-325728929","Detection of Early-stage Lung Cancer Using Machine Learning and Plasma Metabolomics; Detection of Lung Cancer by Plasma Lipids","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development | USER-NOTES: {""dn.borg""=>[""Limited info.""]}","""Rex""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Limited info.""]",2,0,0,2,0,"Include","Include"
"NCT04299919","The Artificial Intelligent Prognostic Assessment and Pathological Basis Research of Early Primary Hepatocellular Carcinoma After Minimally Invasive Treatment Based on Multimodal MRI and Clinical Big Data; The AI Prognostic Assessment and Pathological Basis Research of Early HCC After Minimally Invasive Treatment","rayyan-325728931","The Artificial Intelligent Prognostic Assessment and Pathological Basis Research of Early Primary Hepatocellular Carcinoma After Minimally Invasive Treatment Based on Multimodal MRI and Clinical Big Data; The AI Prognostic Assessment and Pathological Basis Research of Early HCC After Minimally Invasive Treatment","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04300270","Validation of a Novel Smartphone-based Photoplethysmographic Method for Ambulatory Heart Rhythm Monitoring in Connection to Treatment of Atrial Fibrillation With Direct Current Cardioversion; Validation of a Novel Smartphone-based Method for Heart Rhythm Monitoring in the Home Environment","rayyan-325728932","Validation of a Novel Smartphone-based Photoplethysmographic Method for Ambulatory Heart Rhythm Monitoring in Connection to Treatment of Atrial Fibrillation With Direct Current Cardioversion; Validation of a Novel Smartphone-based Method for Heart Rhythm Monitoring in the Home Environment","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,validation | USER-NOTES: {""Nicole""=>[""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""Nicole""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT04306172","External Validation of EPIC's Readmission Risk Model; the LACE+ Index and SQLape as Predictors of Unplanned Hospital Readmissions: A Monocentric; Retrospective; Diagnostic Cohort Study in Switzerland; Validation of EPIC's Readmission Risk Model; the LACE+ Index and SQLape as Predictors of Unplanned Hospital Readmissions","rayyan-325728935","External Validation of EPIC's Readmission Risk Model; the LACE+ Index and SQLape as Predictors of Unplanned Hospital Readmissions: A Monocentric; Retrospective; Diagnostic Cohort Study in Switzerland; Validation of EPIC's Readmission Risk Model; the LACE+ Index and SQLape as Predictors of Unplanned Hospital Readmissions","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation | USER-NOTES: {""Nicole""=>[""good study to reference!""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""Nicole""=>[""good study to reference!""]",2,0,0,2,0,"Include","Include"
"NCT04309851","A Deep Learning Approach to Submerged Deciduous Teeth Classification and Detection; A Deep Learning Approach to Submerged Teeth Classification and Detection","rayyan-325728936","A Deep Learning Approach to Submerged Deciduous Teeth Classification and Detection; A Deep Learning Approach to Submerged Teeth Classification and Detection","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04319055","Artificial Intelligence-Assisted Facial; Periocular; and Orbital Analysis and Surgical Planning; AI-Assisted Facial Surgical Planning","rayyan-325728937","Artificial Intelligence-Assisted Facial; Periocular; and Orbital Analysis and Surgical Planning; AI-Assisted Facial Surgical Planning","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04323579","Validation of Multiparametric Models and Circulating and Imaging Biomarkers to Improve Lung Cancer EARLY Detection.; Validation of Multiparametric Models and Circulating and Imaging Biomarkers to Improve Lung Cancer EARLY Detection.","rayyan-325728939","Validation of Multiparametric Models and Circulating and Imaging Biomarkers to Improve Lung Cancer EARLY Detection.; Validation of Multiparametric Models and Circulating and Imaging Biomarkers to Improve Lung Cancer EARLY Detection.","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,validation,development,multiple designs","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04323878","EC-COVID-PCS - Early CPAP in COVID Patients With Respiratory Failure. A Prospective Cohort Study.; Early CPAP in COVID-19 Patients With Respiratory Failure. A Prospective Cohort Study.","rayyan-325728940","EC-COVID-PCS - Early CPAP in COVID Patients With Respiratory Failure. A Prospective Cohort Study.; Early CPAP in COVID-19 Patients With Respiratory Failure. A Prospective Cohort Study.","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04325815","Multi-Centre; Open-label; Randomised; Prospective Trial to Assess Efficacy and Safety of the CADDIE Artificial Intelligence System for Improving Endoscopic Detection of Colonic Polyps in Real-time.; CADDIE Trial - Computer Aided Diagnosis and Detection for Intelligent Endoscopy","rayyan-325728941","Multi-Centre; Open-label; Randomised; Prospective Trial to Assess Efficacy and Safety of the CADDIE Artificial Intelligence System for Improving Endoscopic Detection of Colonic Polyps in Real-time.; CADDIE Trial - Computer Aided Diagnosis and Detection for Intelligent Endoscopy","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,validation | USER-NOTES: {""Nicole""=>[""not really a validation as comparing with control group - wrong study design"", ""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""Nicole""=>[""not really a validation as comparing with control group - wrong study design"", ""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
