"key","title_old","key","title","notes","decision","n_include","n_exclude","n_maybe","n_decisions","to_screen","final_decision","final_decision_conflict"
"NCT03637647","Cardiopulmonary Exercise Variables Are Associated With Postoperative Morbidity and Mortality After Major Oesophagogastric Cancer Surgery - A Multicentre Observational Study; CPET and Outcome After Oesophagogastric Cancer Surgery","rayyan-325728780","Cardiopulmonary Exercise Variables Are Associated With Postoperative Morbidity and Mortality After Major Oesophagogastric Cancer Surgery - A Multicentre Observational Study; CPET and Outcome After Oesophagogastric Cancer Surgery","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: Prognosis,development | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""Nicole""=>[""DECISION: EXCLUDE""]}","""Rex""=>""Included"", ""dn.borg""=>""Excluded"", ""Nicole""=>[""DECISION: EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT03641872","A Prospective Multi-center Validating Cohort for ACLF Diagnosis and Prognosis From Ch-CANONIC Study; A Validation Cohort for ACLF Diagnosis and Prognosis","rayyan-325728781","A Prospective Multi-center Validating Cohort for ACLF Diagnosis and Prognosis From Ch-CANONIC Study; A Validation Cohort for ACLF Diagnosis and Prognosis","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,prognosis,Diagnostic,Validation,validation,Development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03651687","Guangzhou Surveillance and Clinical Study in Microcephaly; Guangzhou Surveillance and Clinical Study in Microcephaly (GSCSM)","rayyan-325728782","Guangzhou Surveillance and Clinical Study in Microcephaly; Guangzhou Surveillance and Clinical Study in Microcephaly (GSCSM)","RAYYAN-INCLUSION: {""Nicole""=>""Maybe"", ""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Nicole""=>""Maybe"", ""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,1,2,0,"Include","Include"
"NCT03653156","China Cognition and Aging Study: a Multi-center; National-wide; Longitudinal Study in China; China Cognition and Aging Study","rayyan-325728783","China Cognition and Aging Study: a Multi-center; National-wide; Longitudinal Study in China; China Cognition and Aging Study","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Development,multiple designs | USER-NOTES: {""Nicole""=>[""correlation analysis only?"", ""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""correlation analysis only?"", ""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT03657732","A Multi-center Longitudinal Cohort Study of Familial Alzheimer's Disease in China; The Chinese Familial Alzheimer's Network","rayyan-325728784","A Multi-center Longitudinal Cohort Study of Familial Alzheimer's Disease in China; The Chinese Familial Alzheimer's Network","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,development,multiple designs","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03659526","Development; Validation and Implementation of a New Quantitative Stress Echocardiographic Test for Myocardial Ischaemia; Quantitative Stress Echocardiography to Diagnose Myocardial Ischaemia","rayyan-325728785","Development; Validation and Implementation of a New Quantitative Stress Echocardiographic Test for Myocardial Ischaemia; Quantitative Stress Echocardiography to Diagnose Myocardial Ischaemia","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03662802","Development of a Novel Convolution Neural Network for Arrhythmia Classification for Shockable Cardiac Rhythms; Development of a Novel Convolution Neural Network for Arrhythmia Classification","rayyan-325728786","Development of a Novel Convolution Neural Network for Arrhythmia Classification for Shockable Cardiac Rhythms; Development of a Novel Convolution Neural Network for Arrhythmia Classification","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03684733","Magnetic Resonance Breast Tissue Characterisation to Improve Risk Stratification for Breast Cancer; Magnetic Resonance Breast Tissue Characterisation to Improve Risk Stratification for Breast Cancer","rayyan-325728787","Magnetic Resonance Breast Tissue Characterisation to Improve Risk Stratification for Breast Cancer; Magnetic Resonance Breast Tissue Characterisation to Improve Risk Stratification for Breast Cancer","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT03687710","The Comparative Effectiveness Dementia & Alzheimer's Registry; The Comparative Effectiveness Dementia & Alzheimer's Registry","rayyan-325728788","The Comparative Effectiveness Dementia & Alzheimer's Registry; The Comparative Effectiveness Dementia & Alzheimer's Registry","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT03688906","Specimen Collection Study for Cancer; AI-EMERGE: Development and Validation of a Multi-analyte; Blood-based Colorectal Cancer Screening Test","rayyan-325728789","Specimen Collection Study for Cancer; AI-EMERGE: Development and Validation of a Multi-analyte; Blood-based Colorectal Cancer Screening Test","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,Development,development | USER-NOTES: {""Nicole""=>[""assay developement/validation"", ""DECISION: EXCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""Nicole""=>[""assay developement/validation"", ""DECISION: EXCLUDE""]",1,1,1,2,0,"Exclude","Exclude"
"NCT03692936","Computed Tomography Derived Fractional Flow Reserve for Coronary Hemodynamic Ischemia Noninvasive Assessment (CT-FFR-CHINA); Computed Tomography Derived Fractional Flow Reserve for Coronary Hemodynamic Ischemia Noninvasive Assessment","rayyan-325728790","Computed Tomography Derived Fractional Flow Reserve for Coronary Hemodynamic Ischemia Noninvasive Assessment (CT-FFR-CHINA); Computed Tomography Derived Fractional Flow Reserve for Coronary Hemodynamic Ischemia Noninvasive Assessment","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,validation","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03694145","Predicting Diabetic Retinopathy From Risk Factor Data and Digital Retinal Images; Predicting Diabetic Retinopathy From Risk Factor Data and Digital Retinal Images","rayyan-325728791","Predicting Diabetic Retinopathy From Risk Factor Data and Digital Retinal Images; Predicting Diabetic Retinopathy From Risk Factor Data and Digital Retinal Images","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: diagnosis,validation | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""dn.borg""=>[""Aim 5....""], ""Nicole""=>[""DECISION: INCLUDE""]}","""Rex""=>""Included"", ""dn.borg""=>""Excluded"", ""dn.borg""=>[""Aim 5....""], ""Nicole""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT03701360","Anti-platelet Precision Medicine to Prevent Stroke Early Progression and Recurrence (PRECISE); Anti-platelet Precision Medicine to Prevent Stroke Early Progression and Recurrence (PRECISE)","rayyan-325728792","Anti-platelet Precision Medicine to Prevent Stroke Early Progression and Recurrence (PRECISE); Anti-platelet Precision Medicine to Prevent Stroke Early Progression and Recurrence (PRECISE)","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03709589","Comparison of 7th Day All-Cause Mortality Among HDU Patients With Modified Early Warning Score of â‰¥ 5 With Those With Score of < 5; Comparison of Mortality Among HDU Patients With Modified Early Warning Score Cutoff of 5","rayyan-325728793","Comparison of 7th Day All-Cause Mortality Among HDU Patients With Modified Early Warning Score of Ã¢â€°Â¥ 5 With Those With Score of < 5; Comparison of Mortality Among HDU Patients With Modified Early Warning Score Cutoff of 5","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,Development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03711526","Prognostic Value of Preoperative 6-Minute Walk Test in Patients Undergoing Laparoscopic Gastrointestinal Surgery: a Prospective Cohort Study; Prognostic Value of Preoperative 6-Minute Walk Test for Laparoscopic Gastrointestinal Surgery","rayyan-325728794","Prognostic Value of Preoperative 6-Minute Walk Test in Patients Undergoing Laparoscopic Gastrointestinal Surgery: a Prospective Cohort Study; Prognostic Value of Preoperative 6-Minute Walk Test for Laparoscopic Gastrointestinal Surgery","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,multivariable analysis | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""dn.borg""=>[""Only single variable, not a more complex model."", ""ignore first note.""], ""Nicole""=>[""DECISION: INCLUDE""]}","""Rex""=>""Excluded"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Only single variable, not a more complex model."", ""ignore first note.""], ""Nicole""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT03712059","National Colorectal Polyp Care for Diagnosis; Classification and Resection; National Colorectal Polyp Care","rayyan-325728795","National Colorectal Polyp Care for Diagnosis; Classification and Resection; National Colorectal Polyp Care","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03724500","Clinical Significance of Circulating Tumor Cell in Non Small Cell Lung Cancer; Clinical Significance of Circulating Tumor Cell in Non Small Cell Lung Cancer","rayyan-325728796","Clinical Significance of Circulating Tumor Cell in Non Small Cell Lung Cancer; Clinical Significance of Circulating Tumor Cell in Non Small Cell Lung Cancer","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03746561","Automatic Diagnosis of Spinal Stenosis on CT With Deep Learning; Automatic Diagnosis of Spinal Stenosis on CT","rayyan-325728797","Automatic Diagnosis of Spinal Stenosis on CT With Deep Learning; Automatic Diagnosis of Spinal Stenosis on CT","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development | USER-NOTES: {""dn.borg""=>[""Limited info.""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Limited info.""]",2,0,1,2,0,"Include","Include"
"NCT03754608","Validating Imaging Biomarkers of Small Vessel Disease in Diabetic Individuals Using Advanced MRI Techniques.; Validating Imaging Biomarkers of Small Vessel Disease in Diabetic Individuals Using Advanced MRI Techniques.","rayyan-325728798","Validating Imaging Biomarkers of Small Vessel Disease in Diabetic Individuals Using Advanced MRI Techniques.; Validating Imaging Biomarkers of Small Vessel Disease in Diabetic Individuals Using Advanced MRI Techniques.","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Maybe"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: diagnosis,development | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""dn.borg""=>[""Correlation.""]}","""Nicole""=>""Excluded"", ""Rex""=>""Maybe"", ""dn.borg""=>""Excluded"", ""dn.borg""=>[""Correlation.""]",0,2,1,2,0,"Exclude","Exclude"
"NCT03759756","Application of Artificial Intelligence for Early Diagnosis of Esophageal Squamous Cell Carcinoma During Optical Enhancement Magnifying Endoscopy; Artificial Intelligence for Early Diagnosis of Esophageal Squamous Cell Carcinoma","rayyan-325728799","Application of Artificial Intelligence for Early Diagnosis of Esophageal Squamous Cell Carcinoma During Optical Enhancement Magnifying Endoscopy; Artificial Intelligence for Early Diagnosis of Esophageal Squamous Cell Carcinoma","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development | USER-NOTES: {""dn.borg""=>[""Limited info.""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Limited info.""]",2,0,1,2,0,"Include","Include"
"NCT03764124","Prospective Monocentric Observational Study of Kidney Transplant Recipients at the CHU of Liege for the Prediction of Allograft Survival and Impact of Imaging in Clinical Decision-making.; Observation Study for Prediction of Allograft Survival and Impact of Imaging in Kidney Transplant Recipients.","rayyan-325728800","Prospective Monocentric Observational Study of Kidney Transplant Recipients at the CHU of Liege for the Prediction of Allograft Survival and Impact of Imaging in Clinical Decision-making.; Observation Study for Prediction of Allograft Survival and Impact of Imaging in Kidney Transplant Recipients.","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03768999","Development of Magnetic Resonance Coronary Angiography (MRCA) Stenosis Assessment Quantification Method by Comparison With Coronary Computed Tomography Angiography (CTA); Comparison of Magnetic Resonance Coronary Angiography (MRCA) With Coronary Computed Tomography Angiography (CTA)","rayyan-325728801","Development of Magnetic Resonance Coronary Angiography (MRCA) Stenosis Assessment Quantification Method by Comparison With Coronary Computed Tomography Angiography (CTA); Comparison of Magnetic Resonance Coronary Angiography (MRCA) With Coronary Computed Tomography Angiography (CTA)","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded""}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT03773718","Study of the Pathogenic Mechanisms of Metabolic Syndrome at the Background of Genetically Determined Insulin Resistance in Childhood Cancer Survivors; Metabolic Syndrome in Childhood Cancer Survivors","rayyan-325728802","Study of the Pathogenic Mechanisms of Metabolic Syndrome at the Background of Genetically Determined Insulin Resistance in Childhood Cancer Survivors; Metabolic Syndrome in Childhood Cancer Survivors","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: prognosis,development,multiple designs | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""Nicole""=>[""DECISION: INCLUDE""]}","""Nicole""=>""Included"", ""dn.borg""=>""Excluded"", ""Nicole""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT03773939","Venous Thromboembolism Risk in Critically Ill Patients: Development and Validation of a Risk Prediction Model; Risk Prediction of Venous Thromboembolism in Critically Ill","rayyan-325728803","Venous Thromboembolism Risk in Critically Ill Patients: Development and Validation of a Risk Prediction Model; Risk Prediction of Venous Thromboembolism in Critically Ill","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,Validation,validation,Development,development | USER-NOTES: {""Nicole""=>[""mentions TRIPOD""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""Nicole""=>[""mentions TRIPOD""]",2,0,0,2,0,"Include","Include"
"NCT03777670","Detecting Neonatal Sepsis by Immune-Metabolic Network Analysis; nSeP: Detecting Neonatal Sepsis by Immune-Metabolic Network Analysis","rayyan-325728804","Detecting Neonatal Sepsis by Immune-Metabolic Network Analysis; nSeP: Detecting Neonatal Sepsis by Immune-Metabolic Network Analysis","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,validation,Development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03782389","The Role of Periodic Health Examination in Determining Lower Extremity Muscle Injury Risk in Elite Football (Soccer): A Protocol for an Investigation Into Multivariable Prognostic Model Development; Validation and Prognostic Factor Exploration; The Role of Periodic Health Examination in Determining Indirect Muscle Injury Risk in Elite Football (Soccer)","rayyan-325728805","The Role of Periodic Health Examination in Determining Lower Extremity Muscle Injury Risk in Elite Football (Soccer): A Protocol for an Investigation Into Multivariable Prognostic Model Development; Validation and Prognostic Factor Exploration; The Role of Periodic Health Examination in Determining Indirect Muscle Injury Risk in Elite Football (Soccer)","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03788512","Coexistence of Cerebral and Coronary Atherosclerosis in Acute Ischemic Cerebrovascular Disease Patients Registry; Coexistence of Cerebral and Coronary Atherosclerosis in Acute Ischemic Cerebrovascular Disease Patients Registry","rayyan-325728806","Coexistence of Cerebral and Coronary Atherosclerosis in Acute Ischemic Cerebrovascular Disease Patients Registry; Coexistence of Cerebral and Coronary Atherosclerosis in Acute Ischemic Cerebrovascular Disease Patients Registry","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03788811","Assessment of ERG Components to Discriminate Between Schizophrenia and Bipolar Disorder Type I; ERG Components in Schizophrenia and Bipolar Disorder Type I","rayyan-325728807","Assessment of ERG Components to Discriminate Between Schizophrenia and Bipolar Disorder Type I; ERG Components in Schizophrenia and Bipolar Disorder Type I","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03790930","Deep-learning Based Classification of Spine CT; Deep-learning Based Classification of Spine CT","rayyan-325728808","Deep-learning Based Classification of Spine CT; Deep-learning Based Classification of Spine CT","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development | USER-NOTES: {""dn.borg""=>[""Limited info.""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Limited info.""]",2,0,1,2,0,"Include","Include"
"NCT03791840","The Accuracy of High-resolution Ultrasound in the Detection of Lymph Node Metastasis From Breast Cancer and the Proposal of Node Imaging Reporting and Data System; The Value of High-resolution Ultrasound in the Detection of Lymph Node Metastasis: a Proposal of NI-RADS","rayyan-325728809","The Accuracy of High-resolution Ultrasound in the Detection of Lymph Node Metastasis From Breast Cancer and the Proposal of Node Imaging Reporting and Data System; The Value of High-resolution Ultrasound in the Detection of Lymph Node Metastasis: a Proposal of NI-RADS","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development | USER-NOTES: {""dn.borg""=>[""Limited info.""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Limited info.""]",2,0,0,2,0,"Include","Include"
"NCT03793231","Innovative Use of fungalAi for Antifungal Stewardship in Haematology-oncology Patients; fungalAi for Fungal Surveillance & Antifungal Stewardship","rayyan-325728810","Innovative Use of fungalAi for Antifungal Stewardship in Haematology-oncology Patients; fungalAi for Fungal Surveillance & Antifungal Stewardship","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,validation,Development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03793335","Individually Tailored Strategies for the Precision Prevention of Gastric Cancer and Colorectal Cancer in the Community; Individually Tailored Strategies for the Precision Prevention of Gastric Cancer and Colorectal Cancer in the Community","rayyan-325728811","Individually Tailored Strategies for the Precision Prevention of Gastric Cancer and Colorectal Cancer in the Community; Individually Tailored Strategies for the Precision Prevention of Gastric Cancer and Colorectal Cancer in the Community","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Development | USER-NOTES: {""Nicole""=>[""not clear that a model is being built, or if tests are being assessed independently"", ""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""not clear that a model is being built, or if tests are being assessed independently"", ""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT03795181","Prediction Model for Multiple Pulmonary Nodules; Prediction Model for Multiple Pulmonary Nodules","rayyan-325728812","Prediction Model for Multiple Pulmonary Nodules; Prediction Model for Multiple Pulmonary Nodules","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,validation,Development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03802929","The DOMESTIC Study: Diagnostic and Prognostic Prediction Models for Patients With Venous Thromboembolism in China; Diagnostic and Prognostic Prediction Models for Chinese Patients With Venous Thromboembolism","rayyan-325728813","The DOMESTIC Study: Diagnostic and Prognostic Prediction Models for Patients With Venous Thromboembolism in China; Diagnostic and Prognostic Prediction Models for Chinese Patients With Venous Thromboembolism","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,prognosis,validation,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03805373","Validation of a Diet Risk Screening Tool; Validation of a Diet Risk Screening Tool","rayyan-325728814","Validation of a Diet Risk Screening Tool; Validation of a Diet Risk Screening Tool","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Validation,validation,Development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03808792","A Comparison Between Ultrasound; CT (CT) and Whole-body Diffusion-weighted MRI (WB-DWI/MRI) in the Assessment of Operability in Patients With Ovarian Cancer; Imaging Study in Advanced Ovarian Cancer","rayyan-325728815","A Comparison Between Ultrasound; CT (CT) and Whole-body Diffusion-weighted MRI (WB-DWI/MRI) in the Assessment of Operability in Patients With Ovarian Cancer; Imaging Study in Advanced Ovarian Cancer","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Validation,Development | USER-NOTES: {""Nicole""=>[""DECISION: EXCLUDE""]}","""Rex""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""DECISION: EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT03823547","Future Optimal Research and Care Evaluation: On the Way to ""Personalized Medicine"" With an Ongoing Registry of Patients in Daily Clinical Practice (Hart Beter/ FORCE-ACS); Future Optimal Research and Care Evaluation","rayyan-325728816","Future Optimal Research and Care Evaluation: On the Way to Personalized Medicine With an Ongoing Registry of Patients in Daily Clinical Practice (Hart Beter/ FORCE-ACS); Future Optimal Research and Care Evaluation","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,validation | USER-NOTES: {""Nicole""=>[""DECISION: EXCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""Nicole""=>[""DECISION: EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT03826407","Development of a Point of Care System for Automated Coma Prognosis - A Prospective Cohort Study; Development of a Point of Care System for Automated Coma Prognosis","rayyan-325728817","Development of a Point of Care System for Automated Coma Prognosis - A Prospective Cohort Study; Development of a Point of Care System for Automated Coma Prognosis","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03828396","Non-invasive Auxiliary Diagnosis of Colorectal Cancer and Advanced Adenoma by Detecting Cancer-specific Methylation Signatures in Plasma ctDNA; Diagnosis of Colorectal Cancer and Advanced Adenoma Using Cancer-specific Methylation Signatures","rayyan-325728818","Non-invasive Auxiliary Diagnosis of Colorectal Cancer and Advanced Adenoma by Detecting Cancer-specific Methylation Signatures in Plasma ctDNA; Diagnosis of Colorectal Cancer and Advanced Adenoma Using Cancer-specific Methylation Signatures","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03831308","Evaluating; Following; and Supporting Breast Cancer Patients in a Better Way; Evaluating and Following Breast Cancer Patients in a Better Way","rayyan-325728819","Evaluating; Following; and Supporting Breast Cancer Patients in a Better Way; Evaluating and Following Breast Cancer Patients in a Better Way","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded""}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT03834792","Adverse Long-term Consequences of Sleep Disordered Breathing: Using the Ottawa Hospital Sleep Database in Predictive Model Development and Validation.; Adverse Long-term Consequences of Sleep Disordered Breathing: The Ottawa Hospital (TOH) Sleep Database","rayyan-325728820","Adverse Long-term Consequences of Sleep Disordered Breathing: Using the Ottawa Hospital Sleep Database in Predictive Model Development and Validation.; Adverse Long-term Consequences of Sleep Disordered Breathing: The Ottawa Hospital (TOH) Sleep Database","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Diagnostic,Validation,validation","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03842748","Non-invasive Diagnostic Model of Liver Fibrosis Associated With Non-alcoholic Fatty Liver Disease and Prediction of Prognosis; Non-invasive Diagnostic Model of Liver Fibrosis Associated With NAFLD and Prediction of Prognosis","rayyan-325728821","Non-invasive Diagnostic Model of Liver Fibrosis Associated With Non-alcoholic Fatty Liver Disease and Prediction of Prognosis; Non-invasive Diagnostic Model of Liver Fibrosis Associated With NAFLD and Prediction of Prognosis","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Maybe"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Development | USER-NOTES: {""Nicole""=>[""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Maybe"", ""dn.borg""=>""Included"", ""Nicole""=>[""DECISION: INCLUDE""]",1,1,1,2,0,"Include","Include"
