NCT,study_start,final_decision,study_posted,overall_status,PMID,match,reject_reason,title,abstract,grant_info,pub_date,pub_type_ui,doi,registration,pub_after_study_start,posted_before_pub,NCT_in_main_text,note
NCT00654823,1/06/2008,include,9/04/2008,Unknown status,26907540,0,NA,Genetically predicted 17beta-estradiol and cardiovascular risk factors in women: a Mendelian randomization analysis using young women in Hong Kong and older women in the Guangzhou Biobank Cohort Study.,"The role of estrogen in cardiovascular health remains contested with discrepancies between findings from randomized controlled trials and observational studies. Mendelian randomization, which assesses the effect of lifelong endogenous exposure, may help elucidate these discrepancies.We used separate sample instrumental variable analysis to estimate the association of log 17β-estradiol with factors related to cardiovascular disease risk (systolic and diastolic blood pressure, lipids, fasting glucose, body mass index, waist hip ratio, and waist circumference) and Framingham score, a predictor of 10-year risk of ischemic heart disease events, in older Chinese women from the Guangzhou Biobank Cohort Study (GBCS, n = 3092). The estimate was derived using the Wald estimator, that is, the ratio of the association of genetic determinants (rs1008805 and rs2175898) of log 17β-estradiol with cardiovascular disease risk factors and Framingham score in GBCS and the association of these genetic determinants with log 17β-estradiol in a sample of young women from Hong Kong (n = 236).Genetically, higher 17β-estradiol was not associated with any cardiovascular disease-related risk factor or with Framingham score (-0.01, 95% confidence interval = -1.34 to 1.31).Lifetime exposure to estrogen does not appear to be cardioprotective via the cardiovascular disease-related risk factors examined.Copyright © 2016 Elsevier Inc. All rights reserved.",NA,26/02/2016,D016428;D013485,10.1016/j.annepidem.2016.01.005,NA,1,1,,
NCT00713882,1/04/2008,include,14/07/2008,Completed,29672223,0,NA,Diagnosis-to-Treatment Interval Is an Important Clinical Factor in Newly Diagnosed Diffuse Large B-Cell Lymphoma and Has Implication for Bias in Clinical Trials.,"Purpose Selection bias in clinical trials has consequences for scientific validity and applicability of study results to the general population. There is concern that patients with clinically aggressive disease may not have enrolled in recent diffuse large B-cell lymphoma (DLBCL) trials due to the consent process and the inability to delay therapy for eligibility evaluation. We have examined the diagnosis-to-treatment interval (DTI) and its association with clinical factors and outcome in a clinic-based observational cohort of patients with DLBCL from the United States. Validation of results was performed in an independent, clinical trial-based cohort from Europe. Patients and Methods Patients were prospectively enrolled in the University of Iowa and Mayo Clinic Specialized Programs of Research Excellence Molecular Epidemiology Resource (MER; N = 986) or the Lymphoma Study Association (LYSA) LNH-2003 clinical trials program (N = 1,444). All patients received anthracycline-based immunochemotherapy at initial diagnosis. Associations of DTI with clinical factors and outcome were examined. Outcome was assessed using event-free survival at 24 months from diagnosis (EFS24). Results Median (range) DTI was 15 days (0 to 155 days in the MER and 23 days (0 to 215 days) in LYSA. Shorter DTI was strongly associated with adverse clinical factors, including elevated lactate dehydrogenase levels, poor performance status, B symptoms, and higher International Prognostic Index in both cohorts (all P < .001). Longer DTI was associated with improved EFS24 in both the MER (per-week odds ratio, 0.80; 95% CI, 0.74 to .0.87) and LYSA (per-week odds ratio, 0.90; 95% CI, 0.86 to 0.94); association with EFS24 remained significant after adjustment for International Prognostic Index. Conclusion DTI is strongly associated with prognostic clinical factors and outcome in newly diagnosed DLBCL. DTI should be reported in all clinical trials of newly diagnosed DLBCL and future trials should take steps to avoid selection bias due to treatment delay.",P30 CA086862|NCI NIH HHS|United States|P50 CA097274|NCI NIH HHS|United States|U01 CA195568|NCI NIH HHS|United States,20/04/2018,D016428;D052061;D013485,10.1200/JCO.2017.76.5198,NA,1,1,,
NCT00787839,1/05/2009,include,10/11/2008,Completed,24062325,0,NA,Reversal of early abnormalities in glucose metabolism in obese youth: results of an intensive lifestyle randomized controlled trial.,"The childhood obesity epidemic has been accompanied by an increasing prevalence of type 2 diabetes (T2D), particularly in minority children. Twenty to thirty percent of obese youth have ""prediabetes,"" a precursor to diabetes marked by insulin resistance, β-cell dysfunction, and impaired glucose tolerance. The Diabetes Prevention Program demonstrated that T2D could be prevented/delayed by intensive lifestyle modification in adults with prediabetes, but efficacy of similar interventions in youth has not been established. Therefore, we evaluated the effects of the Bright Bodies (BB) Healthy Lifestyle Program on 2-h oral glucose tolerance test (OGTT) glucose in comparison with adolescents receiving standard of care.A parallel-group randomized controlled trial comparing BB with standard clinical care (CC) in obese adolescents (10-16 years old, Tanner stage >2) with elevated OGTT 2-h blood glucose (130-199 mg/dL) from a racially/ethnically diverse population. OGTTs, including cardiovascular and anthropometric assessments, were conducted at baseline and 6 months. Children attended BB twice per week for exercise and nutrition/behavior modification, and the CC group received CC from their pediatrician. Primary outcome was change in 2-h OGTT glucose and percentage conversion from elevated 2-h blood glucose to nonelevated (<130 mg/dL) 2-h blood glucose. Changes in outcomes were compared between groups using an ANCOVA, with adjustment for baseline outcome and multiple imputation for missing data.Reductions in 2-h glucose were more favorable in BB compared with CC (-27.2 vs. -10.1 mg/dL; difference = -17.1, 95% CI; P = 0.005). Moreover, greater conversion to <130 mg/dL 2-h glucose occurred in BB than CC (P = 0.003), and other insulin sensitivity indices were significantly improved.Compared with standard of care, the Yale BB Program is a more effective means of reducing the risk of T2D in obese adolescents with elevated 2-h glucose levels.",3UL1RR024139-04S2|NCRR NIH HHS|United States|P30 DK045735|NIDDK NIH HHS|United States|UL1RR024139|NCRR NIH HHS|United States|5 P30 DK-45735|NIDDK NIH HHS|United States|R01 HD040787|NICHD NIH HHS|United States|UL1 RR024139|NCRR NIH HHS|United States,26/09/2013,D016428;D016449;D052061,10.2337/dc13-1571,NA,1,1,,
NCT00805246,1/12/2008,include,9/12/2008,Completed,29703562,0,NA,D-dimer levels in VTE patients with distal and proximal clots.,"There is growing evidence that venous thromboembolism (VTE) patients with distal clots (distal calf deep vein thrombosis [DVT] and sub-segmental pulmonary embolism [PE]) may not routinely benefit from anticoagulation. We compared the D-dimer levels in VTE patients with distal and proximal clots.We conducted a multinational, prospective observational study of low-to-intermediate risk adult patients presenting to the emergency department (ED) with suspected VTE. Patients were classified as distal (calf DVT or sub-segmental PE) or proximal (proximal DVT or non-sub-segmental PE) clot groups and compared with univariate and multivariate analyses.Of 1752 patients with suspected DVT, 1561 (89.1%) had no DVT, 78 (4.4%) had a distal calf DVT, and 113 (6.4%) had a proximal DVT. DVT patients with proximal clots had higher D-dimer levels (3760 vs. 1670 mg/dL) than with distal clots. Sensitivity and negative predictive value (NPV) for proximal DVT at an optimal D-dimer cutoff of 5770 mg/dL were 40.7% and 52.1% respectively. Of 1834 patients with suspected PE, 1726 (94.1%) had no PE, 7 (0.4%) had isolated sub-segmental PE, and 101 (5.5%) had non-sub-segmental PE. PE patients with proximal clots had higher D-dimer levels (4170 vs. 2520 mg/dL) than those with distal clots. Sensitivity and NPV for proximal PE at an optimal D-dimer cutoff of 3499 mg/dL were 57.4% and 10.4% respectively.VTE patients with proximal clots had higher D-dimer levels than patients with distal clots. However, D-dimer levels cannot be used alone to discriminate between VTE patients with distal or proximal clots.Copyright © 2018 Elsevier Inc. All rights reserved.",NA,29/04/2018,D016428;D016448;D064888;D013485,10.1016/j.ajem.2018.04.040,NA,1,1,,
NCT00809575,1/10/2008,include,17/12/2008,"Active, not recruiting",29231969,1,NA,Patient-reported outcomes enhance the survival prediction of traditional disease risk classifications: An international study in patients with myelodysplastic syndromes.,"Current prognostic systems for myelodysplastic syndromes (MDS) are based on clinical, pathologic, and laboratory indicators. The objective of the current study was to develop a new patient-centered prognostic index for patients with advanced MDS by including self-reported fatigue severity into a well-established clinical risk classification: the International Prognostic Scoring System (IPSS).A total of 469 patients with advanced (ie, IPSS intermediate-2 or high-risk) MDS were analyzed. Untreated patients (280 patients) were recruited into an international prospective cohort observational study to create the index. The index then was applied to an independent cohort including pretreated patients with MDS from the Dana-Farber Cancer Institute in Boston, Massachusetts (189 patients). At baseline, patients completed the European Organization for Research and Treatment of Cancer Quality of Life Questionnaire-Core 30 (EORTC QLQ-C30).A new prognostic index was developed: the FA-IPSS(h), in which FA stands for fatigue and h for higher-risk. This new risk classification enabled the authors to distinguish 3 subgroups of patients with distinct survival outcomes (ie, risk-1, risk-2, and risk-3). Patients classified as FA-IPSS(h) risk-1 had a median overall survival (OS) of 23 months (95% confidence interval [95% CI], 19-29 months), whereas those with risk-2 had a median OS of 16 months (95% CI, 12-17 months) and those with risk-3 had a median OS of 10 months (95% CI, 4-13 months). The predictive accuracy of this new index was higher than that of the IPSS alone in both the development cohort as well as in the independent cohort including pretreated patients.The FA-IPSS(h) is a novel patient-centered prognostic index that includes patients' self-reported fatigue severity. The authors believe its use might enhance physicians' ability to predict survival more accurately in patients with advanced MDS. Cancer 2018;124:1251-9. © 2017 American Cancer Society.© 2017 American Cancer Society.",NA,13/12/2017,D016428;D016448;D064888;D013485,10.1002/cncr.31193,NA,1,1,1,
NCT00947804,1/08/2009,include,28/07/2009,Unknown status,22849339,0,NA,Comparison of traditional cardiovascular risk models and coronary atherosclerotic plaque as detected by computed tomography for prediction of acute coronary syndrome in patients with acute chest pain.,"The objective was to determine the association of four clinical risk scores and coronary plaque burden as detected by computed tomography (CT) with the outcome of acute coronary syndrome (ACS) in patients with acute chest pain. The hypothesis was that the combination of risk scores and plaque burden improved the discriminatory capacity for the diagnosis of ACS.The study was a subanalysis of the Rule Out Myocardial Infarction Using Computer-Assisted Tomography (ROMICAT) trial-a prospective observational cohort study. The authors enrolled patients presenting to the emergency department (ED) with a chief complaint of acute chest pain, inconclusive initial evaluation (negative biomarkers, nondiagnostic electrocardiogram [ECG]), and no history of coronary artery disease (CAD). Patients underwent contrast-enhanced 64-multidetector-row cardiac CT and received standard clinical care (serial ECG, cardiac biomarkers, and subsequent diagnostic testing, such as exercise treadmill testing, nuclear stress perfusion imaging, and/or invasive coronary angiography), as deemed clinically appropriate. The clinical providers were blinded to CT results. The chest pain score was calculated and the results were dichotomized to ≥10 (high-risk) and <10 (low-risk). Three risk scores were calculated, Goldman, Sanchis, and Thrombolysis in Myocardial Infarction (TIMI), and each patient was assigned to a low-, intermediate-, or high-risk category. Because of the low number of subjects in the high-risk group, the intermediate- and high-risk groups were combined into one. CT images were evaluated for the presence of plaque in 17 coronary segments. Plaque burden was stratified into none, intermediate, and high (zero, one to four, and more than four segments with plaque). An outcome panel of two physicians (blinded to CT findings) established the primary outcome of ACS (defined as either an acute myocardial infarction or unstable angina) during the index hospitalization (from the presentation to the ED to the discharge from the hospital). Logistic regression modeling was performed to examine the association of risk scores and coronary plaque burden to the outcome of ACS. Unadjusted models were individually fitted for the coronary plaque burden and for Goldman, Sanchis, TIMI, and chest pain scores. In adjusted analyses, the authors tested whether the association between risk scores and ACS persisted after controlling for the coronary plaque burden. The prognostic discriminatory capacity of the risk scores and plaque burden for ACS was assessed using c-statistics. The differences in area under the receiver-operating characteristic curve (AUC) and c-statistics were tested by performing the -2 log likelihood ratio test of nested models. A p value <0.05 was considered statistically significant.Among 368 subjects, 31 (8%) subjects were diagnosed with ACS. Goldman (AUC = 0.61), Sanchis (AUC = 0.71), and TIMI (AUC = 0.63) had modest discriminatory capacity for the diagnosis of ACS. Plaque burden was the strongest predictor of ACS (AUC = 0.86; p < 0.05 for all comparisons with individual risk scores). The combination of plaque burden and risk scores improved prediction of ACS (plaque + Goldman AUC = 0.88, plaque + Sanchis AUC = 0.90, plaque + TIMI AUC = 0.88; p < 0.01 for all comparisons with coronary plaque burden alone).Risk scores (Goldman, Sanchis, TIMI) have modest discriminatory capacity and coronary plaque burden has good discriminatory capacity for the diagnosis of ACS in patients with acute chest pain. The combined information of risk scores and plaque burden significantly improves the discriminatory capacity for the diagnosis of ACS.© 2012 by the Society for Academic Emergency Medicine.",K23 HL098370|NHLBI NIH HHS|United States|K24 HL113128|NHLBI NIH HHS|United States|R01 HL080053|NHLBI NIH HHS|United States|T32 HL076136|NHLBI NIH HHS|United States,2/08/2012,D003160;D016428;D052061;D013485,10.1111/j.1553-2712.2012.01417.x,NA,1,1,,
NCT00969657,1/08/2009,include,1/09/2009,Completed,25716096,0,NA,Selection of appropriate end-points (pCR vs 2yDFS) for tailoring treatments with prediction models in locally advanced rectal cancer.,"Personalized treatments based on predictions for patient outcome require early characterization of a rectal cancer patient's sensitivity to treatment. This study has two aims: (1) identify the main patterns of recurrence and response to the treatments (2) evaluate pathologic complete response (pCR) and two-year disease-free survival (2yDFS) for overall survival (OS) and their potential to be relevant intermediate endpoints to predict.Pooled and treatment subgroup analyses were performed on five large European rectal cancer trials (2795 patients), who all received long-course radiotherapy with or without concomitant and/or adjuvant chemotherapy. The ratio of distant metastasis (DM) and local recurrence (LR) rates was used to identify patient characteristics that increase the risk of recurrences.The DM/LR ratio decreased to a plateau in the first 2 years, revealing it to be a critical follow-up period. According to the patterns of recurrences, three patient groups were identified: 5-15% had pCR and were disease free after 2 years (excellent prognosis), 65-75% had no pCR but were disease free (good prognosis) and 15-30% had neither pCR nor 2yDFS (poor prognosis).Compared with pCR, 2yDFS is a stronger predictor of OS. To adapt treatment most efficiently, accurate prediction models should be developed for pCR to select patients for organ preservation and for 2yDFS to select patients for more intensified treatment strategies.Copyright © 2015 Elsevier Ireland Ltd. All rights reserved.",NA,27/02/2015,D016428,10.1016/j.radonc.2015.02.001,NA,1,1,,
NCT01020409,1/10/2009,include,25/11/2009,Completed,31932022,0,NA,Prognostic Factors for Nonasphyxia-Related Cardiac Arrest Patients Undergoing Extracorporeal Rewarming - HELP Registry Study.,"Extracorporeal rewarming is the treatment of choice for patients who had hypothermic cardiac arrest, allowing for best neurologic outcome. The authors' goal was to identify factors associated with survival in nonasphyxia-related hypothermic cardiac arrest patients undergoing extracorporeal rewarming.All 38 cardiac surgery departments in Poland were encouraged to report consecutive hypothermic cardiac arrest patients treated with extracorporeal life support. All variables collected were analyzed in order to compare survivor and nonsurvivor groups. The parameters available at the initiation of extracorporeal rewarming were considered as potential predictors of survival in a logistic regression model. The primary outcome was survival to discharge from the intensive care unit. The secondary outcome was neurologic status.Multicenter retrospective study.Ninety-eight cases in the final analysis.All patients in nonasphyxia-related hypothermic cardiac arrest rewarmed with extracorporeal life support.The survival rate was 53.1%, and 94.2% of survivors had favorable neurologic outcome. The lowest reported core temperature with cerebral performance category scale 1 was 11.8°C. A univariate analysis identified 3 variables associated with survival, namely: age, initial arterial pH, and lactate concentration. In a multivariate analysis, 2 independent predictors of survival were age (0.957; 95% confidence interval [CI] 0.924-0.991) and lactates (0.871; 95% CI 0.789-0.961). The area under the receiver operating characteristics curve for this fitted model was 0.71; 95% CI 0.602-0.817.Favorable survival with good neurologic outcome in nonasphyxiated hypothermic patients treated with extracorporeal life support was reported. Age and initial lactate level are independently associated with survival.Copyright © 2019 Elsevier Inc. All rights reserved.",NA,15/01/2020,D016428;D016448,10.1053/j.jvca.2019.07.152,NA,1,1,,
NCT01066286,1/02/2010,include,10/02/2010,Unknown status,35443031,0,NA,Prognostic impact of DDX41 germline mutations in intensively treated acute myeloid leukemia patients: an ALFA-FILO study.,"DDX41 germline mutations (DDX41MutGL) are the most common genetic predisposition to myelodysplastic syndrome and acute myeloid leukemia (AML). Recent reports suggest that DDX41MutGL myeloid malignancies could be considered as a distinct entity, even if their specific presentation and outcome remain to be defined. We describe here the clinical and biological features of 191 patients with DDX41MutGL AML. Baseline characteristics and outcome of 86 of these patients, treated with intensive chemotherapy in 5 prospective Acute Leukemia French Association/French Innovative Leukemia Organization trials, were compared with those of 1604 patients with DDX41 wild-type (DDX41WT) AML, representing a prevalence of 5%. Patients with DDX41MutGL AML were mostly male (75%), in their seventh decade, and with low leukocyte count (median, 2 × 109/L), low bone marrow blast infiltration (median, 33%), normal cytogenetics (75%), and few additional somatic mutations (median, 2). A second somatic DDX41 mutation (DDX41MutSom) was found in 82% of patients, and clonal architecture inference suggested that it could be the main driver for AML progression. DDX41MutGL patients displayed higher complete remission rates (94% vs 69%; P < .0001) and longer restricted mean overall survival censored at hematopoietic stem cell transplantation (HSCT) than 2017 European LeukemiaNet intermediate/adverse (Int/Adv) DDX41WT patients (5-year difference in restricted mean survival times, 13.6 months; P < .001). Relapse rates censored at HSCT were lower at 1 year in DDX41MutGL patients (15% vs 44%) but later increased to be similar to Int/Adv DDX41WT patients at 3 years (82% vs 75%). HSCT in first complete remission was associated with prolonged relapse-free survival (hazard ratio, 0.43; 95% confidence interval, 0.21-0.88; P = .02) but not with longer overall survival (hazard ratio, 0.77; 95% confidence interval, 0.35-1.68; P = .5).© 2022 by The American Society of Hematology.",NA,21/04/2022,D016428,10.1182/blood.2021015328,NA,1,1,,
NCT01079507,1/02/2010,include,3/03/2010,Unknown status,35226426,0,NA,Can Machine Learning Models Predict Asparaginase-associated Pancreatitis in Childhood Acute Lymphoblastic Leukemia.,"Asparaginase-associated pancreatitis (AAP) frequently affects children treated for acute lymphoblastic leukemia (ALL) causing severe acute and persisting complications. Known risk factors such as asparaginase dosing, older age and single nucleotide polymorphisms (SNPs) have insufficient odds ratios to allow personalized asparaginase therapy. In this study, we explored machine learning strategies for prediction of individual AAP risk. We integrated information on age, sex, and SNPs based on Illumina Omni2.5exome-8 arrays of patients with childhood ALL (N=1564, 244 with AAP 1.0 to 17.9 yo) from 10 international ALL consortia into machine learning models including regression, random forest, AdaBoost and artificial neural networks. A model with only age and sex had area under the receiver operating characteristic curve (ROC-AUC) of 0.62. Inclusion of 6 pancreatitis candidate gene SNPs or 4 validated pancreatitis SNPs boosted ROC-AUC somewhat (0.67) while 30 SNPs, identified through our AAP genome-wide association study cohort, boosted performance (0.80). Most predictive features included rs10273639 (PRSS1-PRSS2), rs10436957 (CTRC), rs13228878 (PRSS1/PRSS2), rs1505495 (GALNTL6), rs4655107 (EPHB2) and age (1 to 7 y). Second AAP following asparaginase re-exposure was predicted with ROC-AUC: 0.65. The machine learning models assist individual-level risk assessment of AAP for future prevention trials, and may legitimize asparaginase re-exposure when AAP risk is predicted to be low.Copyright © 2021 The Author(s). Published by Wolters Kluwer Health, Inc.",NA,1/03/2022,D016428,10.1097/MPH.0000000000002292,NA,1,1,,
