NCT,study_posted,study_start,overall_status,pmid,title,pub_date_entrez,match,reason,note,,,posted_before_pub
NCT03662802,7/09/2018,15/10/2018,Completed,36942628,Convolution Neural Network Algorithm for Shockable Arrhythmia Classification Within a Digitally Connected Automated External Defibrillator.,21/03/2023,1,,,,,1
NCT03668249,12/09/2018,12/09/2018,Completed,34882644,Clinical characteristics and prognostic factors for Crohn's disease relapses using natural language processing and machine learning: a pilot study.,9/12/2021,1,,,,,1
NCT03692936,2/10/2018,1/11/2018,Unknown status,35391840,Diagnostic Performance of CT FFR With a New Parameter Optimized Computational Fluid Dynamics Algorithm From the CT-FFR-CHINA Trial: Characteristic Analysis of Gray Zone Lesions and Misdiagnosed Lesions.,8/04/2022,0,diagnostic accuracy,,,,1
NCT03692936,2/10/2018,1/11/2018,Unknown status,34974364,Diastolic versus systolic coronary computed tomography angiography derived fractional flow reserve for the identification of lesion-specific ischemia.,2/01/2022,0,other,,,,1
NCT03693378,3/10/2018,19/01/2016,"Active, not recruiting",30106639,Serum Biomarker Signature-Based Liquid Biopsy for Diagnosis of Early-Stage Pancreatic Cancer.,15/08/2018,0,published before posted on ct,,,,0
NCT03693378,3/10/2018,19/01/2016,"Active, not recruiting",35166713,Detection of Early-Stage Pancreatic Ductal Adenocarcinoma From Blood Samples: Results of a Multiplex Biomarker Signature Validation Study.,15/02/2022,1,,,,,1
NCT03693378,3/10/2018,19/01/2016,"Active, not recruiting",34643612,"Abstracts of Papers Submitted to the 52nd Meeting of the American Pancreatic Association, November 3-6, 2021, Miami Beach, Florida.",13/10/2021,0,conference abstract,,,,1
NCT03694912,3/10/2018,1/11/2018,Recruiting,33823929,Association between visceral adiposity and DDX11 as a predictor of aggressiveness of small clear-cell renal-cell carcinoma: a prospective clinical trial.,7/04/2021,0,multivariable analysis,,,,1
NCT03694912,3/10/2018,1/11/2018,Recruiting,31963294,Gene Expression Analysis of Aggressive Clinical T1 Stage Clear Cell Renal Cell Carcinoma for Identifying Potential Diagnostic and Prognostic Biomarkers.,23/01/2020,0,biomarker,,,,1
NCT03711526,18/10/2018,1/01/2019,Unknown status,37948791,Preoperative 6-minute walk distance is associated with postoperative complications in patients undergoing laparoscopic gastrointestinal cancer surgery.,10/11/2023,0,biomarker,,,,1
NCT03723317,29/10/2018,15/01/2018,Completed,32892294,The role of the comprehensive complication index for the prediction of survival after liver transplantation.,6/09/2020,1,,,,,1
NCT03737799,13/11/2018,1/08/2016,"Active, not recruiting",36205650,Routine Islet Autoantibody Testing in Clinically Diagnosed Adult-Onset Type 1 Diabetes Can Help Identify Misclassification and the Possibility of Successful Insulin Cessation.,7/10/2022,0,other,,,,1
NCT03737799,13/11/2018,1/08/2016,"Active, not recruiting",36802355,Age of Diagnosis Does Not Alter the Presentation or Progression of Robustly Defined Adult-Onset Type 1 Diabetes.,21/02/2023,0,other,,,,1
NCT03737799,13/11/2018,1/08/2016,"Active, not recruiting",30969375,Type 1 diabetes defined by severe insulin deficiency occurs after 30 years of age and is commonly treated as type 2 diabetes.,11/04/2019,0,other,,,,1
NCT03773939,12/12/2018,27/03/2015,Unknown status,33436012,"Incidence, prognostic factors, and outcomes of venous thromboembolism in critically ill patients: data from two prospective cohort studies.",13/01/2021,0,adjusted prognostic factor study,,,,1
NCT03782389,20/12/2018,1/07/2013,Completed,32462372,The Value of Preseason Screening for Injury Prediction: The Development and Internal Validation of a Multivariable Prognostic Model to Predict Indirect Muscle Injury Risk in Elite Football (Soccer) Players.,29/05/2020,1,,,,,1
NCT03782389,20/12/2018,1/07/2013,Completed,36693686,Can prognostic factors for indirect muscle injuries in elite football (soccer) players be identified using data from preseason screening? An exploratory analysis using routinely collected periodic health examination records.,24/01/2023,0,adjusted prognostic factor study,,,,1
NCT03791840,3/01/2019,1/12/2017,Unknown status,32146007,Lymph Node Predictive Model with in Vitro Ultrasound Features for Breast Cancer Lymph Node Metastasis.,9/03/2020,1,,,,,1
NCT03805373,15/01/2019,15/01/2019,Completed,33521537,Relative validity and reliability of a diet risk score (DRS) for clinical practice.,1/02/2021,1,,not traditional score validation,,,1
NCT03826407,1/02/2019,15/01/2019,Recruiting,31320356,Development of a point of care system for automated coma prognosis: a prospective cohort study protocol.,20/07/2019,0,protocol,,,,1
NCT03834792,8/02/2019,30/12/2018,"Active, not recruiting",36907376,Polysomnographic Assessment of Sleep Disturbances in Cancer Development: A Historical Multicenter Clinical Cohort Study.,12/03/2023,0,multivariable analysis,,,,1
NCT03839095,15/02/2019,1/01/2018,Completed,30629005,Pediatric Osteosarcoma of Extremities: A 15-year Experience From a Tertiary Care Cancer Center in Upper Egypt.,11/01/2019,0,published before posted on ct,,,,0
NCT03847285,20/02/2019,1/04/2018,Recruiting,31269923,Immune function as predictor of infectious complications and clinical outcome in patients undergoing solid organ transplantation (the ImmuneMo:SOT study): a prospective non-interventional observational trial.,5/07/2019,0,protocol,,,,1
NCT03850457,21/02/2019,1/01/2019,Recruiting,36505277,Diagnostic efficacy of targeted high-throughput sequencing for lower respiratory infection in preterm infants.,12/12/2022,0,diagnostic accuracy,,,,1
NCT03880110,19/03/2019,15/03/2019,Recruiting,35610195,Association between urine microscopy and severe acute kidney injury in critically ill patients following non-cardiac surgery: a prospective cohort study.,24/05/2022,0,biomarker,,,,1
NCT03883568,21/03/2019,19/01/2018,"Active, not recruiting",36397054,Structural tissue damage and 24-month progression of semi-quantitative MRI biomarkers of knee osteoarthritis in the IMI-APPROACH cohort.,18/11/2022,0,other,,,,1
NCT03883568,21/03/2019,19/01/2018,"Active, not recruiting",36336198,Test-retest precision and longitudinal cartilage thickness loss in the IMI-APPROACH cohort.,6/11/2022,0,,this is a valudation study is ML score in the NCT cohort; not in line with NCT record of predicting OA phenotypes,,,1
NCT03883568,21/03/2019,19/01/2018,"Active, not recruiting",35575381,Predicted and actual 2-year structural and pain progression in the IMI-APPROACH knee osteoarthritis cohort.,16/05/2022,1,,,,,1
NCT03883568,21/03/2019,19/01/2018,"Active, not recruiting",35246457,Osteoarthritis endotype discovery via clustering of biochemical marker data.,5/03/2022,0,other,phenotype study,,,1
NCT03883568,21/03/2019,19/01/2018,"Active, not recruiting",34911812,Neuropathic pain in the IMI-APPROACH knee osteoarthritis cohort: prevalence and phenotyping.,16/12/2021,0,other,,,,1
NCT03883568,21/03/2019,19/01/2018,"Active, not recruiting",33971982,Making the patient voice heard in a research consortium: experiences from an EU project (IMI-APPROACH).,11/05/2021,0,other,,,,1
NCT03883568,21/03/2019,19/01/2018,"Active, not recruiting",32723735,"Cohort profile: The Applied Public-Private Research enabling OsteoArthritis Clinical Headway (IMI-APPROACH) study: a 2-year, European, cohort study to describe, validate and predict phenotypes of osteoarthritis using clinical, imaging and biochemical markers.",30/07/2020,0,other,interim report; descriptive,,,1
NCT03883568,21/03/2019,19/01/2018,"Active, not recruiting",37179936,Machine-learning predicted and actual 2-year structural progression in the IMI-APPROACH cohort.,14/05/2023,1,,,,,1
NCT03883568,21/03/2019,19/01/2018,"Active, not recruiting",36710346,Comparison of 3D quantitative osteoarthritis imaging biomarkers from paired CT and MR images: data from the IMI-APPROACH study.,30/01/2023,0,other,limits of agreement study,,,1
NCT03892551,27/03/2019,25/03/2019,Completed,35138670,The clinical frailty scale predicts 1-year mortality in emergency department patients aged 65 years and older.,9/02/2022,0,,"NCT record describes a development study, paper is a validation study of an existing score",,,1
NCT03892551,27/03/2019,25/03/2019,Completed,32336486,Validation of the Clinical Frailty Scale for Prediction of Thirty-Day Mortality in the Emergency Department.,28/04/2020,0,,"NCT record describes a development study, paper is a validation study of an existing score",,,1
NCT03905629,5/04/2019,15/04/2019,Unknown status,34185827,External validation of the Hospital Frailty Risk Score in France.,29/06/2021,1,,,,,1
NCT03925506,24/04/2019,1/04/2019,Completed,32200083,Factors That Affect Adequacy of Colon Cleansing for Colonoscopy in Hospitalized Patients.,23/03/2020,1,,,,,1
NCT03931083,30/04/2019,1/05/2019,Recruiting,33371015,Screening test accuracy to improve detection of precancerous lesions of the cervix in women living with HIV: a study protocol.,29/12/2020,0,protocol,,,,1
NCT03931083,30/04/2019,1/05/2019,Recruiting,37398043,"Accuracy of screening tests for cervical pre-cancer in women living with HIV in low-resource settings: a paired prospective study in Lusaka, Zambia.",3/07/2023,0,diagnostic accuracy,"combined tests, not proposed AI",,,1
NCT03977857,6/06/2019,1/03/2019,Completed,35029044,Liver volume based prediction model for patients with hepatitis B virus-related acute-on-chronic liver failure.,14/01/2022,1,,,,,1
NCT04003558,1/07/2019,28/05/2019,Recruiting,34233259,"Magnetic resonance imaging radiomics predicts preoperative axillary lymph node metastasis to support surgical decisions and is associated with tumor microenvironment in invasive breast cancer: A machine learning, multicenter study.",7/07/2021,1,,,,,1
NCT04009798,5/07/2019,18/05/2018,"Active, not recruiting",37337896,Predicting 1-Year Mortality in Outpatients With Heart Failure With Reduced Left Ventricular Ejection Fraction: Do Empiric Models Outperform Physician Intuitive Estimates? A Multicenter Cohort Study.,20/06/2023,1,,,,,1
NCT04012281,9/07/2019,17/08/2010,Completed,30165437,2018 ESC/EACTS Guidelines on myocardial revascularization.,31/08/2018,0,published before posted on ct,,,,0
NCT04012281,9/07/2019,17/08/2010,Completed,29097450,Clinical Outcomes and Cost-Effectiveness of Fractional Flow Reserve-Guided Percutaneous Coronary Intervention in Patients With Stable Coronary Artery Disease: Three-Year Follow-Up of the FAME 2 Trial (Fractional Flow Reserve Versus Angiography for Multivessel Evaluation).,4/11/2017,0,published before posted on ct,,,,0
NCT04012281,9/07/2019,17/08/2010,Completed,30561367,Influence of target vessel on prognostic relevance of fractional flow reserve after coronary stenting.,19/12/2018,0,published before posted on ct,,,,0
NCT04012281,9/07/2019,17/08/2010,Completed,28456699,Cutoff Value and Long-Term Prediction of Clinical Events by FFR Measured Immediately After Implantation of a Drug-Eluting Stent in Patients With Coronary Artery Disease: 1- to 3-Year Results From the DKCRUSH VII Registry Study.,1/05/2017,0,biomarker,,,,0
NCT04012281,9/07/2019,17/08/2010,Completed,27979031,Clinical value of post-percutaneous coronary intervention fractional flow reserve value: A systematic review and meta-analysis.,17/12/2016,0,published before posted on ct,,,,0
NCT04012281,9/07/2019,17/08/2010,Completed,30732469,Explanation of Postprocedural Fractional Flow Reserve Below 0.85.,9/02/2019,0,published before posted on ct,,,,0
NCT04012281,9/07/2019,17/08/2010,Completed,34877828,Differential Prognostic Implications of Pre- and Post-Stent Fractional Flow Reserve in Patients Undergoing Percutaneous Coronary Intervention.,8/12/2021,0,biomarker,,,,1
NCT04012281,9/07/2019,17/08/2010,Completed,32895005,Prognostic Impact of Residual Anatomic Disease Burden After Functionally Complete Revascularization.,8/09/2020,0,adjusted prognostic factor study,,,,1
NCT04012281,9/07/2019,17/08/2010,Completed,32703590,Role of Post-Stent Physiological Assessment in a Risk Prediction Model After Coronary Stent Implantation.,25/07/2020,1,,,,,1
NCT04015466,11/07/2019,30/06/2019,Recruiting,35692051,The LEGACy study: a European and Latin American consortium to identify risk factors and molecular phenotypes in gastric cancer to improve prevention strategies and personalized clinical decision making globally.,12/06/2022,0,protocol,,,,1
NCT04023188,17/07/2019,23/01/2018,Unknown status,32348254,Detection of Atrial Fibrillation Using a Ring-Type Wearable Device (CardioTracker) and Deep Learning Analysis of Photoplethysmography Signals: Prospective Observational Proof-of-Concept Study.,30/04/2020,1,,,,,1
NCT04037163,30/07/2019,22/12/2010,Completed,27941018,Prognostic assessment of stable coronary artery disease as determined by coronary computed tomography angiography: a Danish multicentre cohort study.,13/12/2016,0,published before posted on ct,,,,0
NCT04037163,30/07/2019,22/12/2010,Completed,29365193,Prognostic value of coronary computed tomographic angiography findings in asymptomatic individuals: a 6-year follow-up from the prospective multicentre international CONFIRM study.,25/01/2018,0,published before posted on ct,,,,0
NCT04037163,30/07/2019,22/12/2010,Completed,30145934,Coronary CT Angiography and 5-Year Risk of Myocardial Infarction.,28/08/2018,0,published before posted on ct,,,,0
NCT04037163,30/07/2019,22/12/2010,Completed,26205589,Plaque Characterization by Coronary Computed Tomography Angiography and the Likelihood of Acute Coronary Events in Mid-Term Follow-Up.,25/07/2015,0,published before posted on ct,,,,0
NCT04037163,30/07/2019,22/12/2010,Completed,30678759,Coronary Artery Plaque Characteristics Associated With Adverse Outcomes in the SCOT-HEART Study.,26/01/2019,0,published before posted on ct,,,,0
NCT04037163,30/07/2019,22/12/2010,Completed,29449274,Clinical Relevance of Functionally Insignificant Moderate Coronary Artery Stenosis Assessed by 3-Vessel Fractional Flow Reserve Measurement.,17/02/2018,0,published before posted on ct,,,,0
NCT04037163,30/07/2019,22/12/2010,Completed,36339124,Differences in Plaque Characteristics and Myocardial Mass: Implications for Physiological Significance.,7/11/2022,0,other,,,,1
NCT04037163,30/07/2019,22/12/2010,Completed,36222756,Outcomes of non-ischaemic coronary lesions with high-risk plaque characteristics on coronary CT angiography.,12/10/2022,0,multivariable analysis,,,,1
NCT04037163,30/07/2019,22/12/2010,Completed,36338359,Prognostic Implications of Comprehensive Whole Vessel Plaque Quantification Using Coronary Computed Tomography Angiography.,7/11/2022,0,adjusted prognostic factor study,,,,1
NCT04037163,30/07/2019,22/12/2010,Completed,34023270,High-Risk Morphological and Physiological Coronary Disease Attributes as Outcome Markers After Medical Treatment and Revascularization.,23/05/2021,0,adjusted prognostic factor study,,,,1
NCT04037163,30/07/2019,22/12/2010,Completed,33248965,CT Angiographic and Plaque Predictors of Functionally Significant Coronary Disease and Outcome Using Machine Learning.,29/11/2020,1,,,,,1
NCT04037163,30/07/2019,22/12/2010,Completed,35972355,Relationship of Plaque Features at Coronary CT to Coronary Hemodynamics and Cardiovascular Events.,16/08/2022,0,multivariable analysis,,,,1
NCT04044066,2/08/2019,9/11/2017,Recruiting,37620152,"GDF-15 at admission predicts cardiovascular death, heart failure, and bleeding outcomes in patients with CAD.",24/08/2023,0,biomarker,,,,1
NCT04045639,5/08/2019,31/05/2019,Completed,33091585,Identification of undiagnosed atrial fibrillation patients using a machine learning risk prediction algorithm and diagnostic testing (PULsE-AI): Study protocol for a randomised controlled trial.,22/10/2020,0,protocol,,,,1
NCT04088747,13/09/2019,1/09/2018,Completed,30614553,Feasibility of a Support Vector Machine Classifier for Myofascial Pain Syndrome: Diagnostic Case-Control Study.,8/01/2019,0,published before posted on ct,,,,0
NCT04092543,17/09/2019,1/03/2019,Unknown status,32849196,Prediction of Functional Outcome After Acute Ischemic Stroke: Comparison of the CT-DRAGON Score and a Reduced Features Set.,28/08/2020,1,,,,,1
NCT04108598,30/09/2019,7/10/2019,Recruiting,32988948,Prognostic factors for outcomes of idiopathic sudden sensorineural hearing loss: protocol for the SeaSHeL national prospective cohort study.,29/09/2020,0,protocol,,,,1
NCT04109001,30/09/2019,1/01/2005,Completed,21750629,Comparison of Charlson comorbidity index with SAPS and APACHE scores for prediction of mortality following intensive care.,14/07/2011,0,other,retrospectively registered? No author and country match but is a prediction model,,,0
NCT04109001,30/09/2019,1/01/2005,Completed,36203163,Optimized diagnosis-based comorbidity measures for all-cause mortality prediction in a national population-based ICU population.,6/10/2022,1,,,,,1
NCT04116983,7/10/2019,15/11/2019,Recruiting,37869160,Effectiveness of an image analyzing AI-based Digital Health Technology to identify Non-Melanoma Skin Cancer and other skin lesions: results of the DERM-003 study.,23/10/2023,1,,,,,1
NCT04123509,11/10/2019,9/04/2019,Unknown status,33353741,Prospective validation of Baveno VI criteria in virally supressed HBV cirrhosis - more evidence is needed.,23/12/2020,0,other,letter to the editor,,,1
NCT04123509,11/10/2019,9/04/2019,Unknown status,33039403,Baveno VI criteria and spleen stiffness measurement rule out high-risk varices in virally suppressed HBV-related cirrhosis.,11/10/2020,1,,aligns with NCT primary objective to develop a model; although not a regression-base model,,,1
NCT04162574,14/11/2019,24/08/2017,Completed,29154574,A multivariate dynamic systems model for psychotherapy with more than one client.,21/11/2017,0,published before posted on ct,,,,0
NCT04162574,14/11/2019,24/08/2017,Completed,35653175,Passive Sensor Data for Characterizing States of Increased Risk for Eating Disorder Behaviors in the Digital Phenotyping Arm of the Binge Eating Genetics Initiative: Protocol for an Observational Study.,2/06/2022,0,protocol,,,,1
NCT04162574,14/11/2019,24/08/2017,Completed,32546136,The Binge Eating Genetics Initiative (BEGIN): study protocol.,18/06/2020,0,protocol,,,,1
NCT04162574,14/11/2019,24/08/2017,Completed,37525298,Sociodemographic and clinical characteristics of treated and untreated adults with bulimia nervosa or binge-eating disorder recruited for a large-scale research study.,31/07/2023,0,other,characteristics study,,,1
NCT04162574,14/11/2019,24/08/2017,Completed,37363967,Laxative Abuse Is Associated With a Depleted Gut Microbial Community Structure Among Women and Men With Binge-Eating Disorder or Bulimia Nervosa: The Binge Eating Genetics Initiative.,26/06/2023,0,multivariable analysis,,,,1
NCT04162574,14/11/2019,24/08/2017,Completed,37214840,Sociodemographic and Clinical Characteristics of Treated and Untreated Adults with Bulimia Nervosa and/or Binge-eating Disorder Recruited for a Large-Scale Research Study.,22/05/2023,0,other,descriptive study,,,1
NCT04167891,19/11/2019,15/11/2019,Recruiting,37819544,Prospective comparison of prognostic scores for prediction of outcome after out-of-hospital cardiac arrest: results of the AfterROSC1 multicentric study.,11/10/2023,1,,,,,1
NCT04169581,20/11/2019,1/06/2018,Completed,33420912,A deep learning framework for 18F-FDG PET imaging diagnosis in pediatric patients with temporal lobe epilepsy.,9/01/2021,1,,,,,1
NCT04191811,10/12/2019,15/12/2019,"Active, not recruiting",34961621,Moment-to-Moment Brain Signal Variability Reliably Predicts Psychiatric Treatment Outcome.,28/12/2021,0,other,wrong NCT,,,1
NCT04196634,12/12/2019,1/11/2018,"Active, not recruiting",34061299,Comparison of self-reported and public registered absenteeism among people on long-term sick leave due to musculoskeletal disorders: criterion validity of the iMTA Productivity Cost Questionnaire.,1/06/2021,0,other,survey reliability agreement study,,,1
NCT04196634,12/12/2019,1/11/2018,"Active, not recruiting",32450820,Risk assessment for prolonged sickness absence due to musculoskeletal disorders: protocol for a prospective cohort study.,27/05/2020,0,protocol,,,,1
NCT04208789,23/12/2019,30/01/2020,Completed,33765092,Development and performance of CUHAS-ROBUST application for pulmonary rifampicin-resistance tuberculosis screening in Indonesia.,25/03/2021,1,,,,,1
NCT04208971,23/12/2019,15/10/2020,"Active, not recruiting",36179758,Artificial intelligence-guided screening for atrial fibrillation using electrocardiogram during sinus rhythm: a prospective non-randomised interventional trial.,30/09/2022,1,,not traditional score validation,,,1
NCT04208971,23/12/2019,15/10/2020,"Active, not recruiting",34033803,Batch enrollment for an artificial intelligence-guided intervention to lower neurologic events in patients with undiagnosed atrial fibrillation: rationale and design of a digital clinical trial.,25/05/2021,0,protocol,,,,1
NCT04219228,6/01/2020,2/02/2020,Recruiting,34740929,"Prevalence, incidence, and risk factors for myopia among urban and rural children in southern China: protocol for a school-based cohort study.",6/11/2021,0,protocol,no CPM included,,,1
NCT04221048,9/01/2020,30/12/2018,Completed,35472215,Which risk score best predicts cardiovascular outcome in pregnant women with congenital heart disease?,26/04/2022,1,,,,,1
NCT04228614,14/01/2020,1/05/2018,Unknown status,34489309,Genomic temporal heterogeneity of circulating tumour DNA in unresectable metastatic colorectal cancer under first-line treatment.,7/09/2021,0,biomarker,,,,1
NCT04240353,27/01/2020,1/08/2018,"Active, not recruiting",34462271,Remote-Management of COPD: Evaluating the Implementation of Digital Innovation to Enable Routine Care (RECEIVER): the protocol for a feasibility and service adoption observational cohort study.,31/08/2021,0,protocol,no CPM included,,,1
NCT04240652,27/01/2020,5/06/2018,Recruiting,33087340,"Artificial intelligence-enabled screening for diabetic retinopathy: a real-world, multicenter and prospective study.",22/10/2020,1,,,,,1
NCT04251546,5/02/2020,1/05/2019,Recruiting,35463344,Modified Prostate Health Index Density Significantly Improves Clinically Significant Prostate Cancer (csPCa) Detection.,25/04/2022,1,,,,,1
NCT04258891,6/02/2020,1/01/2004,Completed,34756569,"Dynamic prediction of renal survival among deeply phenotyped kidney transplant recipients using artificial intelligence: an observational, international, multicohort study.",10/11/2021,1,,,,,1
NCT04261309,7/02/2020,15/01/2017,Recruiting,36083174,The one-year clinical course of back-related disability and the prognostic value of comorbidity among older adults with back pain in primary care.,9/09/2022,0,biomarker,,,,1
NCT04261309,7/02/2020,15/01/2017,Recruiting,35725262,Healthcare utilization and related costs among older people seeking primary care due to back pain: findings from the BACE-N cohort study.,20/06/2022,0,other,cost study,,,1
NCT04261309,7/02/2020,15/01/2017,Recruiting,35717179,Modifiable prognostic factors of high costs related to healthcare utilization among older people seeking primary care due to back pain: an identification and replication study.,18/06/2022,0,other,cost study,,,1
NCT04261309,7/02/2020,15/01/2017,Recruiting,34535487,Characteristics of older adults with back pain associated with choice of first primary care provider: a cross-sectional analysis from the BACE-N cohort study.,18/09/2021,0,other,descriptive epi study,,,1
NCT04261309,7/02/2020,15/01/2017,Recruiting,37490100,External validation and updating of prognostic prediction models for nonrecovery among older adults seeking primary care for back pain.,25/07/2023,1,,,,,1
NCT04268719,13/02/2020,23/11/2017,Completed,29437910,Modern diagnosis of GERD: the Lyon Consensus.,14/02/2018,0,published before posted on ct,,,,0
NCT04268719,13/02/2020,23/11/2017,Completed,30469155,Computer-assisted diagnosis of early esophageal squamous cell carcinoma using narrow-band imaging magnifying endoscopy.,24/11/2018,0,published before posted on ct,,,,0
NCT04271657,17/02/2020,10/01/2020,Completed,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,25/12/2021,1,,,,,1
NCT04285021,26/02/2020,5/03/2020,Recruiting,33495264,Prediction of disease severity in young children presenting with acute febrile illness in resource-limited settings: a protocol for a prospective observational study.,26/01/2021,0,protocol,,,,1
NCT04285112,26/02/2020,15/03/2020,Recruiting,35676017,Signature for Pain Recovery IN Teens (SPRINT): protocol for a multisite prospective signature study in chronic musculoskeletal pain.,8/06/2022,0,protocol,,,,1
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",29151695,Efficacy of postoperative adjuvant transcatheter arterial chemoembolization in hepatocellular carcinoma patients with microvascular invasion.,21/11/2017,0,published before posted on ct,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",26063407,Transcatheter arterial chemoembolization combined with CT-guided percutaneous thermal ablation versus hepatectomy in the treatment of hepatocellular carcinoma.,12/06/2015,0,published before posted on ct,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",25465804,The prognostic values of 12 cirrhosis-relative noninvasive models in patients with hepatocellular carcinoma.,4/12/2014,0,published before posted on ct,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",29314222,Impact of clinically evident portal hypertension on clinical outcome of patients with hepatocellular carcinoma treated by transarterial chemoembolization.,10/01/2018,0,published before posted on ct,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",29059036,Deep Learning with Convolutional Neural Network for Differentiation of Liver Masses at Dynamic Contrast-enhanced CT: A Preliminary Study.,24/10/2017,0,published before posted on ct,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",28994665,Combining deep learning with anatomical analysis for segmentation of the portal vein for liver SBRT planning.,11/10/2017,0,published before posted on ct,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",31675174,MRI-Based Radiomics: Associations With the Recurrence-Free Survival of Patients With Hepatocellular Carcinoma Treated With Conventional Transcatheter Arterial Chemoembolization.,2/11/2019,0,published before posted on ct,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",30213434,Predicting early recurrence of hepatocellular carcinoma with texture analysis of preoperative MRI: a radiomics study.,15/09/2018,0,other,wrong NCT,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",30406313,Predicting the grade of hepatocellular carcinoma based on non-contrast-enhanced MRI radiomics signature.,9/11/2018,0,other,wrong NCT but predictive model described,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",28705145,Texture-based classification of different single liver lesion based on SPAIR T2W MRI images.,15/07/2017,0,published before posted on ct,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",30240304,Predicting Survival Using Pretreatment CT for Patients With Hepatocellular Carcinoma Treated With Transarterial Chemoembolization: Comparison of Models Using Radiomics.,22/09/2018,0,other,wrong NCT,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",28180924,CT-based radiomics signature: a potential biomarker for preoperative prediction of early recurrence in hepatocellular carcinoma.,10/02/2017,0,published before posted on ct,cpm,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",27113641,The effect of cirrhosis on radiogenomic biomarker's ability to predict microvascular invasion and outcome in hepatocellular carcinoma.,27/04/2016,0,other,wrong NCT; letter to the editor,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",29922932,Pre-TACE kurtosis of ADCtotal derived from histogram analysis for diffusion-weighted imaging is the best independent predictor of prognosis in hepatocellular carcinoma.,21/06/2018,0,adjusted prognostic factor study,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",28099329,Evaluation of efficacy of transcatheter arterial chemoembolization combined with computed tomography-guided radiofrequency ablation for hepatocellular carcinoma using magnetic resonance diffusion weighted imaging and computed tomography perfusion imaging: A prospective study.,19/01/2017,0,published before posted on ct,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",29384909,Spectral CT in evaluating the therapeutic effect of transarterial chemoembolization for hepatocellular carcinoma: A retrospective study.,1/02/2018,0,published before posted on ct,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",28256449,Evaluation of CT vascularization patterns for survival prognosis in patients with hepatocellular carcinoma treated by conventional TACE.,4/03/2017,0,published before posted on ct,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",28779950,Value of the portal venous phase in evaluation of treated hepatocellular carcinoma following transcatheter arterial chemoembolisation.,7/08/2017,0,published before posted on ct,,,,0
NCT04299919,9/03/2020,1/04/2007,"Active, not recruiting",29218611,Portal hypertension is associated with poor outcome of transarterial chemoembolization in patients with hepatocellular carcinoma.,9/12/2017,0,published before posted on ct,,,,0
NCT04321005,25/03/2020,15/04/2020,Recruiting,33888530,Swiss-wide multicentre evaluation and prediction of core outcomes in arthroscopic rotator cuff repair: protocol for the ARCR_Pred cohort study.,23/04/2021,0,protocol,,,,1
NCT04344327,14/04/2020,10/04/2020,Completed,33388386,Association of diabetes and outcomes in patients with COVID-19: Propensity score-matched analyses from a French retrospective cohort.,3/01/2021,0,other,propensity score analysis,,,1
NCT04349787,16/04/2020,26/11/2019,Completed,33368056,Optical diagnosis of colorectal polyp images using a newly developed computer-aided diagnosis system (CADx) compared with intuitive optical diagnosis.,28/12/2020,1,,,,,1
NCT04352556,20/04/2020,7/04/2020,Recruiting,34644385,A prognostic model for patients with lymphoma and COVID-19: a multicentre cohort study.,13/10/2021,0,adjusted prognostic factor study,,,,1
NCT04352556,20/04/2020,7/04/2020,Recruiting,32798473,"Clinical characteristics and risk factors associated with COVID-19 severity in patients with haematological malignancies in Italy: a retrospective, multicentre, cohort study.",18/08/2020,0,multivariable analysis,,,,1
NCT04352556,20/04/2020,7/04/2020,Recruiting,36265128,SARS-CoV-2 infection in patients with chronic lymphocytic leukemia: The Italian Hematology Alliance on COVID-19 cohort.,20/10/2022,0,multivariable analysis,,,,1
NCT04352556,20/04/2020,7/04/2020,Recruiting,34272724,COVID-19 elicits an impaired antibody response against SARS-CoV-2 in patients with haematological malignancies.,17/07/2021,0,other,,,,1
NCT04355507,21/04/2020,15/04/2020,Completed,34184935,Study of Thoracic CT in COVID-19: The STOIC Project.,29/06/2021,1,,used logistic regression not deep learning as planned in NCT,,,1
