"NCT","study_posted","study_start","overall_status","pmid","title","pub_date_entrez"
"NCT04012281",2019-07-09,2010-08-17,"Completed","30732469","Explanation of Postprocedural Fractional Flow Reserve Below 0.85.",2019-02-09
"NCT04012281",2019-07-09,2010-08-17,"Completed","34877828","Differential Prognostic Implications of Pre- and Post-Stent Fractional Flow Reserve in Patients Undergoing Percutaneous Coronary Intervention.",2021-12-08
"NCT04012281",2019-07-09,2010-08-17,"Completed","32895005","Prognostic Impact of Residual Anatomic Disease Burden After Functionally Complete Revascularization.",2020-09-08
"NCT04012281",2019-07-09,2010-08-17,"Completed","32703590","Role of Post-Stent Physiological Assessment in a Risk Prediction Model After Coronary Stent Implantation.",2020-07-25
"NCT04015466",2019-07-11,2019-06-30,"Recruiting","35692051","The LEGACy study: a European and Latin American consortium to identify risk factors and molecular phenotypes in gastric cancer to improve prevention strategies and personalized clinical decision making globally.",2022-06-12
"NCT04023188",2019-07-17,2018-01-23,"Unknown status","32348254","Detection of Atrial Fibrillation Using a Ring-Type Wearable Device (CardioTracker) and Deep Learning Analysis of Photoplethysmography Signals: Prospective Observational Proof-of-Concept Study.",2020-04-30
"NCT04037163",2019-07-30,2010-12-22,"Completed","27941018","Prognostic assessment of stable coronary artery disease as determined by coronary computed tomography angiography: a Danish multicentre cohort study.",2016-12-13
"NCT04037163",2019-07-30,2010-12-22,"Completed","29365193","Prognostic value of coronary computed tomographic angiography findings in asymptomatic individuals: a 6-year follow-up from the prospective multicentre international CONFIRM study.",2018-01-25
"NCT04037163",2019-07-30,2010-12-22,"Completed","30145934","Coronary CT Angiography and 5-Year Risk of Myocardial Infarction.",2018-08-28
"NCT04037163",2019-07-30,2010-12-22,"Completed","26205589","Plaque Characterization by Coronary Computed Tomography Angiography and the Likelihood of Acute Coronary Events in Mid-Term Follow-Up.",2015-07-25
"NCT04037163",2019-07-30,2010-12-22,"Completed","30678759","Coronary Artery Plaque Characteristics Associated With Adverse Outcomes in the SCOT-HEART Study.",2019-01-26
"NCT04037163",2019-07-30,2010-12-22,"Completed","29449274","Clinical Relevance of Functionally Insignificant Moderate Coronary Artery Stenosis Assessed by 3-Vessel Fractional Flow Reserve Measurement.",2018-02-17
"NCT04037163",2019-07-30,2010-12-22,"Completed","36339124","Differences in Plaque Characteristics and Myocardial Mass: Implications for Physiological Significance.",2022-11-07
"NCT04037163",2019-07-30,2010-12-22,"Completed","36222756","Outcomes of non-ischaemic coronary lesions with high-risk plaque characteristics on coronary CT angiography.",2022-10-12
"NCT04037163",2019-07-30,2010-12-22,"Completed","36338359","Prognostic Implications of Comprehensive Whole Vessel Plaque Quantification Using Coronary Computed Tomography Angiography.",2022-11-07
"NCT04037163",2019-07-30,2010-12-22,"Completed","34023270","High-Risk Morphological and Physiological Coronary Disease Attributes as Outcome Markers After Medical Treatment and Revascularization.",2021-05-23
"NCT04037163",2019-07-30,2010-12-22,"Completed","33248965","CT Angiographic and Plaque Predictors of Functionally Significant Coronary Disease and Outcome Using Machine Learning.",2020-11-29
"NCT04037163",2019-07-30,2010-12-22,"Completed","35972355","Relationship of Plaque Features at Coronary CT to Coronary Hemodynamics and Cardiovascular Events.",2022-08-16
"NCT04044066",2019-08-02,2017-11-09,"Recruiting","37620152","GDF-15 at admission predicts cardiovascular death, heart failure, and bleeding outcomes in patients with CAD.",2023-08-24
"NCT04045639",2019-08-05,2019-05-31,"Completed","33091585","Identification of undiagnosed atrial fibrillation patients using a machine learning risk prediction algorithm and diagnostic testing (PULsE-AI): Study protocol for a randomised controlled trial.",2020-10-22
"NCT04088747",2019-09-13,2018-09-01,"Completed","30614553","Feasibility of a Support Vector Machine Classifier for Myofascial Pain Syndrome: Diagnostic Case-Control Study.",2019-01-08
"NCT04092543",2019-09-17,2019-03-01,"Unknown status","32849196","Prediction of Functional Outcome After Acute Ischemic Stroke: Comparison of the CT-DRAGON Score and a Reduced Features Set.",2020-08-28
"NCT04108598",2019-09-30,2019-10-07,"Recruiting","32988948","Prognostic factors for outcomes of idiopathic sudden sensorineural hearing loss: protocol for the SeaSHeL national prospective cohort study.",2020-09-29
"NCT04109001",2019-09-30,2005-01-01,"Completed","21750629","Comparison of Charlson comorbidity index with SAPS and APACHE scores for prediction of mortality following intensive care.",2011-07-14
"NCT04109001",2019-09-30,2005-01-01,"Completed","36203163","Optimized diagnosis-based comorbidity measures for all-cause mortality prediction in a national population-based ICU population.",2022-10-06
"NCT04116983",2019-10-07,2019-11-01,"Recruiting","37869160","Effectiveness of an image analyzing AI-based Digital Health Technology to identify Non-Melanoma Skin Cancer and other skin lesions: results of the DERM-003 study.",2023-10-23
"NCT04123509",2019-10-11,2019-04-09,"Unknown status","33353741","Prospective validation of Baveno VI criteria in virally supressed HBV cirrhosis - more evidence is needed.",2020-12-23
"NCT04123509",2019-10-11,2019-04-09,"Unknown status","33039403","Baveno VI criteria and spleen stiffness measurement rule out high-risk varices in virally suppressed HBV-related cirrhosis.",2020-10-11
"NCT04162574",2019-11-14,2017-08-24,"Completed","29154574","A multivariate dynamic systems model for psychotherapy with more than one client.",2017-11-21
"NCT04162574",2019-11-14,2017-08-24,"Completed","35653175","Passive Sensor Data for Characterizing States of Increased Risk for Eating Disorder Behaviors in the Digital Phenotyping Arm of the Binge Eating Genetics Initiative: Protocol for an Observational Study.",2022-06-02
"NCT04162574",2019-11-14,2017-08-24,"Completed","32546136","The Binge Eating Genetics Initiative (BEGIN): study protocol.",2020-06-18
"NCT04162574",2019-11-14,2017-08-24,"Completed","37525298","Sociodemographic and clinical characteristics of treated and untreated adults with bulimia nervosa or binge-eating disorder recruited for a large-scale research study.",2023-07-31
"NCT04162574",2019-11-14,2017-08-24,"Completed","37363967","Laxative Abuse Is Associated With a Depleted Gut Microbial Community Structure Among Women and Men With Binge-Eating Disorder or Bulimia Nervosa: The Binge Eating Genetics Initiative.",2023-06-26
"NCT04162574",2019-11-14,2017-08-24,"Completed","37214840","Sociodemographic and Clinical Characteristics of Treated and Untreated Adults with Bulimia Nervosa and/or Binge-eating Disorder Recruited for a Large-Scale Research Study.",2023-05-22
"NCT04167891",2019-11-19,2019-11-15,"Recruiting","37819544","Prospective comparison of prognostic scores for prediction of outcome after out-of-hospital cardiac arrest: results of the AfterROSC1 multicentric study.",2023-10-11
"NCT04169581",2019-11-20,2018-06-01,"Completed","33420912","A deep learning framework for 18F-FDG PET imaging diagnosis in pediatric patients with temporal lobe epilepsy.",2021-01-09
"NCT04191811",2019-12-10,2019-12-01,"Active, not recruiting","34961621","Moment-to-Moment Brain Signal Variability Reliably Predicts Psychiatric Treatment Outcome.",2021-12-28
"NCT04196634",2019-12-12,2018-11-01,"Active, not recruiting","34061299","Comparison of self-reported and public registered absenteeism among people on long-term sick leave due to musculoskeletal disorders: criterion validity of the iMTA Productivity Cost Questionnaire.",2021-06-01
"NCT04196634",2019-12-12,2018-11-01,"Active, not recruiting","32450820","Risk assessment for prolonged sickness absence due to musculoskeletal disorders: protocol for a prospective cohort study.",2020-05-27
"NCT04208789",2019-12-23,2020-01-30,"Completed","33765092","Development and performance of CUHAS-ROBUST application for pulmonary rifampicin-resistance tuberculosis screening in Indonesia.",2021-03-25
"NCT04208971",2019-12-23,2020-10-01,"Active, not recruiting","36179758","Artificial intelligence-guided screening for atrial fibrillation using electrocardiogram during sinus rhythm: a prospective non-randomised interventional trial.",2022-09-30
"NCT04208971",2019-12-23,2020-10-01,"Active, not recruiting","34033803","Batch enrollment for an artificial intelligence-guided intervention to lower neurologic events in patients with undiagnosed atrial fibrillation: rationale and design of a digital clinical trial.",2021-05-25
"NCT04219228",2020-01-06,2020-02-02,"Recruiting","34740929","Prevalence, incidence, and risk factors for myopia among urban and rural children in southern China: protocol for a school-based cohort study.",2021-11-06
"NCT04221048",2020-01-09,2018-12-30,"Completed","35472215","Which risk score best predicts cardiovascular outcome in pregnant women with congenital heart disease?",2022-04-26
"NCT04228614",2020-01-14,2018-05-01,"Unknown status","34489309","Genomic temporal heterogeneity of circulating tumour DNA in unresectable metastatic colorectal cancer under first-line treatment.",2021-09-07
"NCT04240353",2020-01-27,2018-08-01,"Active, not recruiting","34462271","Remote-Management of COPD: Evaluating the Implementation of Digital Innovation to Enable Routine Care (RECEIVER): the protocol for a feasibility and service adoption observational cohort study.",2021-08-31
"NCT04240652",2020-01-27,2018-06-05,"Recruiting","33087340","Artificial intelligence-enabled screening for diabetic retinopathy: a real-world, multicenter and prospective study.",2020-10-22
"NCT04251546",2020-02-05,2019-05-01,"Recruiting","35463344","Modified Prostate Health Index Density Significantly Improves Clinically Significant Prostate Cancer (csPCa) Detection.",2022-04-25
"NCT04258891",2020-02-06,2004-01-01,"Completed","34756569","Dynamic prediction of renal survival among deeply phenotyped kidney transplant recipients using artificial intelligence: an observational, international, multicohort study.",2021-11-10
"NCT04261309",2020-02-07,2017-01-15,"Recruiting","36083174","The one-year clinical course of back-related disability and the prognostic value of comorbidity among older adults with back pain in primary care.",2022-09-09
"NCT04261309",2020-02-07,2017-01-15,"Recruiting","35725262","Healthcare utilization and related costs among older people seeking primary care due to back pain: findings from the BACE-N cohort study.",2022-06-20
"NCT04261309",2020-02-07,2017-01-15,"Recruiting","35717179","Modifiable prognostic factors of high costs related to healthcare utilization among older people seeking primary care due to back pain: an identification and replication study.",2022-06-18
"NCT04261309",2020-02-07,2017-01-15,"Recruiting","34535487","Characteristics of older adults with back pain associated with choice of first primary care provider: a cross-sectional analysis from the BACE-N cohort study.",2021-09-18
"NCT04261309",2020-02-07,2017-01-15,"Recruiting","37490100","External validation and updating of prognostic prediction models for nonrecovery among older adults seeking primary care for back pain.",2023-07-25
"NCT04268719",2020-02-13,2017-11-23,"Completed","29437910","Modern diagnosis of GERD: the Lyon Consensus.",2018-02-14
"NCT04268719",2020-02-13,2017-11-23,"Completed","30469155","Computer-assisted diagnosis of early esophageal squamous cell carcinoma using narrow-band imaging magnifying endoscopy.",2018-11-24
"NCT04271657",2020-02-17,2020-01-10,"Completed","34952679","Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.",2021-12-25
"NCT04285021",2020-02-26,2020-03-05,"Recruiting","33495264","Prediction of disease severity in young children presenting with acute febrile illness in resource-limited settings: a protocol for a prospective observational study.",2021-01-26
"NCT04285112",2020-02-26,2020-03-01,"Recruiting","35676017","Signature for Pain Recovery IN Teens (SPRINT): protocol for a multisite prospective signature study in chronic musculoskeletal pain.",2022-06-08
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","29151695","Efficacy of postoperative adjuvant transcatheter arterial chemoembolization in hepatocellular carcinoma patients with microvascular invasion.",2017-11-21
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","26063407","Transcatheter arterial chemoembolization combined with CT-guided percutaneous thermal ablation versus hepatectomy in the treatment of hepatocellular carcinoma.",2015-06-12
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","25465804","The prognostic values of 12 cirrhosis-relative noninvasive models in patients with hepatocellular carcinoma.",2014-12-04
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","29314222","Impact of clinically evident portal hypertension on clinical outcome of patients with hepatocellular carcinoma treated by transarterial chemoembolization.",2018-01-10
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","29059036","Deep Learning with Convolutional Neural Network for Differentiation of Liver Masses at Dynamic Contrast-enhanced CT: A Preliminary Study.",2017-10-24
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","28994665","Combining deep learning with anatomical analysis for segmentation of the portal vein for liver SBRT planning.",2017-10-11
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","31675174","MRI-Based Radiomics: Associations With the Recurrence-Free Survival of Patients With Hepatocellular Carcinoma Treated With Conventional Transcatheter Arterial Chemoembolization.",2019-11-02
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","30213434","Predicting early recurrence of hepatocellular carcinoma with texture analysis of preoperative MRI: a radiomics study.",2018-09-15
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","30406313","Predicting the grade of hepatocellular carcinoma based on non-contrast-enhanced MRI radiomics signature.",2018-11-09
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","28705145","Texture-based classification of different single liver lesion based on SPAIR T2W MRI images.",2017-07-15
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","30240304","Predicting Survival Using Pretreatment CT for Patients With Hepatocellular Carcinoma Treated With Transarterial Chemoembolization: Comparison of Models Using Radiomics.",2018-09-22
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","28180924","CT-based radiomics signature: a potential biomarker for preoperative prediction of early recurrence in hepatocellular carcinoma.",2017-02-10
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","27113641","The effect of cirrhosis on radiogenomic biomarker's ability to predict microvascular invasion and outcome in hepatocellular carcinoma.",2016-04-27
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","29922932","Pre-TACE kurtosis of ADCtotal derived from histogram analysis for diffusion-weighted imaging is the best independent predictor of prognosis in hepatocellular carcinoma.",2018-06-21
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","28099329","Evaluation of efficacy of transcatheter arterial chemoembolization combined with computed tomography-guided radiofrequency ablation for hepatocellular carcinoma using magnetic resonance diffusion weighted imaging and computed tomography perfusion imaging: A prospective study.",2017-01-19
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","29384909","Spectral CT in evaluating the therapeutic effect of transarterial chemoembolization for hepatocellular carcinoma: A retrospective study.",2018-02-01
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","28256449","Evaluation of CT vascularization patterns for survival prognosis in patients with hepatocellular carcinoma treated by conventional TACE.",2017-03-04
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","28779950","Value of the portal venous phase in evaluation of treated hepatocellular carcinoma following transcatheter arterial chemoembolisation.",2017-08-07
"NCT04299919",2020-03-09,2007-04-01,"Active, not recruiting","29218611","Portal hypertension is associated with poor outcome of transarterial chemoembolization in patients with hepatocellular carcinoma.",2017-12-09
"NCT04321005",2020-03-25,2020-04-01,"Recruiting","33888530","Swiss-wide multicentre evaluation and prediction of core outcomes in arthroscopic rotator cuff repair: protocol for the ARCR_Pred cohort study.",2021-04-23
"NCT04344327",2020-04-14,2020-04-10,"Completed","33388386","Association of diabetes and outcomes in patients with COVID-19: Propensity score-matched analyses from a French retrospective cohort.",2021-01-03
"NCT04349787",2020-04-16,2019-11-26,"Completed","33368056","Optical diagnosis of colorectal polyp images using a newly developed computer-aided diagnosis system (CADx) compared with intuitive optical diagnosis.",2020-12-28
"NCT04352556",2020-04-20,2020-04-07,"Recruiting","34644385","A prognostic model for patients with lymphoma and COVID-19: a multicentre cohort study.",2021-10-13
"NCT04352556",2020-04-20,2020-04-07,"Recruiting","32798473","Clinical characteristics and risk factors associated with COVID-19 severity in patients with haematological malignancies in Italy: a retrospective, multicentre, cohort study.",2020-08-18
"NCT04352556",2020-04-20,2020-04-07,"Recruiting","36265128","SARS-CoV-2 infection in patients with chronic lymphocytic leukemia: The Italian Hematology Alliance on COVID-19 cohort.",2022-10-20
"NCT04352556",2020-04-20,2020-04-07,"Recruiting","34272724","COVID-19 elicits an impaired antibody response against SARS-CoV-2 in patients with haematological malignancies.",2021-07-17
"NCT04355507",2020-04-21,2020-04-01,"Completed","34184935","Study of Thoracic CT in COVID-19: The STOIC Project.",2021-06-29
"NCT04357834",2020-04-22,2020-05-01,"Completed","35613417","A Scalable Risk-Scoring System Based on Consumer-Grade Wearables for Inpatients With COVID-19: Statistical Analysis and Model Development.",2022-05-25
"NCT04359355",2020-04-24,2020-01-01,"Recruiting","34034272","Computer-aided detection of colorectal polyps using a newly generated deep convolutional neural network: from development to first clinical experience.",2021-05-25
"NCT04371562",2020-05-01,2020-03-01,"Completed","32230900","Virology, Epidemiology, Pathogenesis, and Control of COVID-19.",2020-04-02
"NCT04371562",2020-05-01,2020-03-01,"Completed","32181795","Coronavirus Disease 2019 (COVID-19) in Italy.",2020-03-18
"NCT04371562",2020-05-01,2020-03-01,"Completed","32167524","Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China.",2020-03-14
"NCT04371562",2020-05-01,2020-03-01,"Completed","32208493","Recommendations for the admission of patients with COVID-19 to intensive care and intermediate care units (ICUs and IMCUs).",2020-03-26
"NCT04383457",2020-05-12,2020-05-01,"Completed","35651319","Remote investigation and assessment of vital signs (RIA-VS)-proof of concept for contactless estimation of blood pressure, pulse, respiratory rate, and oxygen saturation in patients with suspicion of COVID-19.",2022-06-02
"NCT04401228",2020-05-26,2020-03-01,"Active, not recruiting","32275978","The Role of Chest Imaging in Patient Management During the COVID-19 Pandemic: A Multinational Consensus Statement From the Fleischner Society.",2020-04-11
"NCT04401228",2020-05-26,2020-03-01,"Active, not recruiting","32265220","Prediction models for diagnosis and prognosis of covid-19: systematic review and critical appraisal.",2020-04-09
"NCT04430400",2020-06-12,2020-08-01,"Recruiting","33474974","Development and Validation of a Simplified Probability Assessment Score Integrated With Age-Adjusted d-Dimer for Diagnosis of Acute Aortic Syndromes.",2021-01-21
"NCT04441372",2020-06-22,2020-08-01,"Recruiting","35323932","Facilitating Safe Discharge Through Predicting Disease Progression in Moderate Coronavirus Disease 2019 (COVID-19): A Prospective Cohort Study to Develop and Validate a Clinical Prediction Model in Resource-Limited Settings.",2022-03-24
"NCT04441814",2020-06-22,2019-07-23,"Enrolling by invitation","32053470","Time Course of Lung Changes at Chest CT during Recovery from Coronavirus Disease 2019 (COVID-19).",2020-02-14
"NCT04441814",2020-06-22,2019-07-23,"Enrolling by invitation","32167524","Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China.",2020-03-14
"NCT04441814",2020-06-22,2019-07-23,"Enrolling by invitation","32162702","COVID-19 patients' clinical characteristics, discharge rate, and fatality rate of meta-analysis.",2020-03-13
"NCT04441814",2020-06-22,2019-07-23,"Enrolling by invitation","32252338","Evidence that Vitamin D Supplementation Could Reduce Risk of Influenza and COVID-19 Infections and Deaths.",2020-04-08
"NCT04441814",2020-06-22,2019-07-23,"Enrolling by invitation","31756987","In Silico Approach for the Definition of radiomiRNomic Signatures for Breast Cancer Differential Diagnosis.",2019-11-24
"NCT04448340",2020-06-25,2019-09-01,"Recruiting","33550890","A Novel Machine Learning Algorithm Predicts Dementia With Lewy Bodies Versus Parkinson's Disease Dementia Based on Clinical and Neuropsychological Scores.",2021-02-08
"NCT04448353",2020-06-25,2019-03-01,"Recruiting","34793923","Computed tomography angiographic biomarkers help identify vulnerable carotid artery plaque.",2021-11-18
"NCT04463706",2020-07-09,2020-06-01,"Recruiting","35501359","Machine learning-based model for prediction of clinical deterioration in hospitalized patients by COVID 19.",2022-05-02
"NCT04463706",2020-07-09,2020-06-01,"Recruiting","35143022","Modelling the risk of hospital admission of lab confirmed SARS-CoV-2-infected patients in primary care: a population-based study.",2022-02-10
"NCT04463706",2020-07-09,2020-06-01,"Recruiting","35060833","COPD in SARS-CoV-2 pandemic. baseline characteristics related to hospital admissions.",2022-01-21
"NCT04463706",2020-07-09,2020-06-01,"Recruiting","33400164","Predictors of mortality of COVID-19 in the general population and nursing homes.",2021-01-05
"NCT04463706",2020-07-09,2020-06-01,"Recruiting","37249860","Impact of prior SARS-COV-2 infection and vaccination on COVID-19 hospital admission and mortality amongst nursing home residents.",2023-05-30
"NCT04479150",2020-07-21,2020-03-01,"Completed","34535796","Analysis of outcomes of emergency general and gastrointestinal surgery during the COVID-19 pandemic.",2021-09-18
"NCT04479150",2020-07-21,2020-03-01,"Completed","33592888","Postoperative complications and mortality following emergency digestive surgery during the COVID-19 pandemic: A multicenter collaborative retrospective cohort study protocol (COVID-CIR).",2021-02-17
"NCT04481620",2020-07-22,2020-08-01,"Recruiting","37405504","Development and external validation of a prediction model for the transition from mild to moderate or severe form of COVID-19.",2023-07-05
"NCT04490005",2020-07-28,2020-09-01,"Recruiting","33980528","Outcome Prognostication of Acute Brain Injury using the Neurological Pupil Index (ORANGE) study: protocol for a prospective, observational, multicentre, international cohort study.",2021-05-13
"NCT04490005",2020-07-28,2020-09-01,"Recruiting","37652068","The Neurological Pupil index for outcome prognostication in people with acute brain injury (ORANGE): a prospective, observational, multicentre cohort study.",2023-08-31
"NCT04563416",2020-09-24,2020-07-10,"Recruiting","35992850","Application of deep learning in the real-time diagnosis of gastric lesion based on magnifying optical enhancement videos.",2022-08-22
"NCT04565366",2020-09-25,2015-05-14,"Enrolling by invitation","26161519","The Brain and Spinal Injury Center score: a novel, simple, and reproducible method for assessing the severity of acute cervical spinal cord injury with axial T2-weighted MRI findings.",2015-07-11
"NCT04565366",2020-09-25,2015-05-14,"Enrolling by invitation","30496474","Ultra-Early (<12 Hours) Surgery Correlates With Higher Rate of American Spinal Injury Association Impairment Scale Conversion After Cervical Spinal Cord Injury.",2018-11-30
"NCT04565366",2020-09-25,2015-05-14,"Enrolling by invitation","32357323","Transforming Research and Clinical Knowledge in Spinal Cord Injury (TRACK-SCI): an overview of initial enrollment and demographics.",2020-05-02
"NCT04565366",2020-09-25,2015-05-14,"Enrolling by invitation","28973360","Motor Evoked Potentials Correlate With Magnetic Resonance Imaging and Early Recovery After Acute Spinal Cord Injury.",2017-10-04
"NCT04565366",2020-09-25,2015-05-14,"Enrolling by invitation","30923086","Convolutional Neural Network-Based Automated Segmentation of the Spinal Cord and Contusion Injury: Deep Learning Biomarker Correlates of Motor Impairment in Acute Spinal Cord Injury.",2019-03-30
"NCT04575337",2020-10-05,2020-10-01,"Recruiting","35109911","Detection of plasma Aβ seeding activity by a newly developed analyzer for diagnosis of Alzheimer's disease.",2022-02-03
"NCT04575337",2020-10-05,2020-10-01,"Recruiting","36155508","Serum Homocysteine, Vitamin B12, Folate, and Their Association with Mild Cognitive Impairment and Subtypes of Dementia.",2022-09-26
"NCT04575337",2020-10-05,2020-10-01,"Recruiting","36003963","Contribution of blood-brain barrier-related blood-borne factors for Alzheimer's disease vs. vascular dementia diagnosis: A pilot study.",2022-08-25
"NCT04577105",2020-10-06,2020-04-01,"Completed","32325282","Chest CT findings of COVID-19 pneumonia by duration of symptoms.",2020-04-24
"NCT04577105",2020-10-06,2020-04-01,"Completed","32339082","CO-RADS: A Categorical CT Assessment Scheme for Patients Suspected of Having COVID-19-Definition and Evaluation.",2020-04-28
"NCT04577105",2020-10-06,2020-04-01,"Completed","32396163","Development and Validation of a Clinical Risk Score to Predict the Occurrence of Critical Illness in Hospitalized Patients With COVID-19.",2020-05-13
"NCT04577105",2020-10-06,2020-04-01,"Completed","32291197","COVID-19 pneumonia: A review of typical CT findings and differential diagnosis.",2020-04-16
"NCT04577105",2020-10-06,2020-04-01,"Completed","32321656","Radiological findings for diagnosis of SARS-CoV-2 pneumonia (COVID-19).",2020-04-24
"NCT04583072",2020-10-12,2019-12-15,"Recruiting","32641739","Ethnic variation in prostate cancer detection: a feasibility study for use of the Stockholm3 test in a multiethnic U.S. cohort.",2020-07-10
"NCT04583306",2020-10-12,2020-06-01,"Recruiting","33009413","Early prediction of disease progression in COVID-19 pneumonia patients with chest CT and clinical characteristics.",2020-10-03
"NCT04583306",2020-10-12,2020-06-01,"Recruiting","32576912","Human salivary Raman fingerprint as biomarker for the diagnosis of Amyotrophic Lateral Sclerosis.",2020-06-25
"NCT04590716",2020-10-19,2020-10-02,"Completed","37588667","A decentralized, prospective, observational study to collect real-world data from patients with myasthenia gravis using smartphones.",2023-08-17
"NCT04592068",2020-10-19,2020-05-01,"Recruiting","36878715","Application of artificial intelligence system for screening multiple fundus diseases in Chinese primary healthcare settings: a real-world, multicentre and cross-sectional study of 4795 cases.",2023-03-06
"NCT04601415",2020-10-23,2021-02-01,"Recruiting","34998740","Point-of-care screening for heart failure with reduced ejection fraction using artificial intelligence during ECG-enabled stethoscope examination in London, UK: a prospective, observational, multicentre study.",2022-01-09
"NCT04605822",2020-10-28,2020-12-01,"Recruiting","37453242","Diagnostic performance of augmented intelligence with 2D and 3D total body photography and convolutional neural networks in a high-risk population for melanoma under real-world conditions: A new era of skin cancer screening?",2023-07-15
"NCT04607083",2020-10-28,2020-10-22,"Completed","35562098","Artificial intelligence-assisted optical diagnosis for the resect-and-discard strategy in clinical practice: the Artificial intelligence BLI Characterization (ABC) study.",2022-05-13
"NCT04609163",2020-10-30,2020-12-01,"Not yet recruiting","34752491","A maChine and deep Learning Approach to predict pulmoNary hyperteNsIon in newbornS with congenital diaphragmatic Hernia (CLANNISH): Protocol for a retrospective study.",2021-11-09
"NCT04615520",2020-11-04,2020-05-01,"Completed","36726191","Prospective multicenter external validation of postoperative mortality prediction tools in patients undergoing emergency laparotomy.",2023-02-02
"NCT04648852",2020-12-02,2017-10-01,"Active, not recruiting","37248650","Development of a tool to predict the risk of incident heart failure in a general population: the HUNT for HF risk score.",2023-05-30
"NCT04655443",2020-12-07,2017-08-29,"Terminated","29878481","A review of factors associated with maintenance of sinus rhythm after elective electrical cardioversion for atrial fibrillation.",2018-06-08
"NCT04657900",2020-12-08,2020-11-02,"Enrolling by invitation","34728455","Predicting patient-level new-onset atrial fibrillation from population-based nationwide electronic health records: protocol of FIND-AF for developing a precision medicine prediction model using artificial intelligence.",2021-11-03
"NCT04666662",2020-12-14,2021-01-01,"Not yet recruiting","34215317","The development and validation of a prognostic model to PREDICT Relapse of depression in adult patients in primary care: protocol for the PREDICTR study.",2021-07-03
"NCT04679727",2020-12-22,2020-10-07,"Recruiting","35763768","Detecting the vulnerable carotid plaque: the Carotid Artery Multimodality imaging Prognostic study design.",2022-06-28
"NCT04689685",2020-12-30,2021-01-01,"Recruiting","36805169","Noninvasive Hypoglycemia Detection in People With Diabetes Using Smartwatch Data.",2023-02-22
"NCT04701177",2021-01-08,2021-02-01,"Enrolling by invitation","34168269","Using a Digital Neuro Signature to measure longitudinal individual-level change in Alzheimer's disease: the Altoida large cohort study.",2021-06-25
"NCT04707859",2021-01-13,2021-01-05,"Recruiting","37487656","Danish study of Non-Invasive Testing in Coronary Artery Disease 3 (Dan-NICAD 3): study design of a controlled study on optimal diagnostic strategy.",2023-07-24
"NCT04713852",2021-01-19,2020-03-13,"Completed","34258059","Validation of the Acute Physiology and Chronic Health Evaluation (APACHE) II and IV Score in COVID-19 Patients.",2021-07-14
"NCT04719117",2021-01-22,2020-09-01,"Enrolling by invitation","35554877","An artificial intelligence difficulty scoring system for stone removal during ERCP: a prospective validation.",2022-05-13
"NCT04730778",2021-01-29,2021-04-01,"Recruiting","37358644","Predictive value of CHA2DS2VASC score for contrast-induced nephropathy after primary percutaneous coronary intervention for patients presenting with acute ST-segment elevation myocardial infarction.",2023-06-26
"NCT04749277",2021-02-11,2021-01-01,"Completed","33494106","Performance of a new integrated computer-assisted system (CADe/CADx) for detection and characterization of colorectal neoplasia.",2021-01-25
"NCT04756297",2021-02-16,2020-07-01,"Completed","34237347","Lung Ultrasound for Prediction of Bronchopulmonary Dysplasia in Extreme Preterm Neonates: A Prospective Diagnostic Cohort Study.",2021-07-08
"NCT04773938",2021-02-26,2020-05-27,"Recruiting","35105647","Endoscopic third ventriculostomy for adults with hydrocephalus: creating a prognostic model for success: protocol for a retrospective multicentre study (Nordic ETV).",2022-02-02
"NCT04780373",2021-03-03,2020-02-27,"Completed","34637082","PaO2/FiO2 ratio forecasts COVID-19 patients' outcome regardless of age: a cross-sectional, monocentric study.",2021-10-12
"NCT04798456",2021-03-15,2020-06-01,"Recruiting","36494776","PerBrain: a multimodal approach to personalized tracking of evolving state-of-consciousness in brain-injured patients: protocol of an international, multicentric, observational study.",2022-12-10
