,NCT,PMID,title,prob_adj,match,protocol,biomarker,mutivariable,other
1134,NCT01936571,32433897,Longitudinal Health-related Quality of Life among Individuals Considering Treatment for Stage I Non-Small-Cell Lung Cancer.,0.081605849,,,,,
1135,NCT01936571,30470260,Peripheral blood biomarkers correlate with outcomes in advanced non-small cell lung Cancer patients treated with anti-PD-1 antibodies.,0.078552109,,,,,
1136,NCT01936571,30953238,Real-world treatment of over 1600 Japanese patients with EGFR mutation-positive non-small cell lung cancer with daily afatinib.,0.078197954,,,,,
1137,NCT01936571,28359318,24h-gene variation effect of combined bevacizumab/erlotinib in advanced non-squamous non-small cell lung cancer using exon array blood profiling.,0.07495543,,,,,
1138,NCT01936571,30421624,"Treatment patterns, duration and outcomes of pemetrexed maintenance therapy in patients with advanced NSCLC in a real-world setting.",0.074681791,,,,,
1139,NCT01936571,30846513,From Diagnostic-Therapeutic Pathways to Real-World Data: A Multicenter Prospective Study on Upfront Treatment for EGFR-Positive Non-Small Cell Lung Cancer (MOST Study).,0.072114462,,,,,
1140,NCT01936571,30231362,"""My Patient Was Diagnosed With Nontargetable Advanced Non-Small Cell Lung Cancer. What Now?"" Diagnosis and Initial Treatment Options for Newly Diagnosed Patients With Advanced NSCLC.",0.071825973,,,,,
1141,NCT01936571,29502124,A Prospective Observational Study Evaluating the Correlation of c-MET Expression and EGFR Gene Mutation with Response to Erlotinib as Second-Line Treatment for Patients with Advanced/Metastatic Non-Small-Cell Lung Cancer.,0.062070236,,,,,
1142,NCT01936571,32213382,Clearing of circulating tumour DNA predicts clinical response to osimertinib in EGFR mutated lung cancer patients.,0.062046267,,,,,
1143,NCT01936571,31888670,Translational value of IDH1 and DNA methylation biomarkers in diagnosing lung cancers: a novel diagnostic panel of stage and histology-specificity.,0.059122384,,,,,
1144,NCT01936571,29398577,"Cell Death, Inflammation, Tumor Burden, and Proliferation Blood Biomarkers Predict Lung Cancer Radiotherapy Response and Correlate With Tumor Volume and Proliferation Imaging.",0.057519179,,,,,
1145,NCT01936571,28033277,A propensity-matched analysis of surgery and stereotactic body radiotherapy for early stage non-small cell lung cancer in the elderly.,0.057360104,,,,,
1146,NCT01936571,29290248,Stereotactic body radiation therapy for isolated hilar and mediastinal non-small cell lung cancers.,0.057224407,,,,,
1147,NCT01936571,27869080,The Effect of Biologically Effective Dose and Radiation Treatment Schedule on Overall Survival in Stage I Non-Small Cell Lung Cancer Patients Treated With Stereotactic Body Radiation Therapy.,0.055488283,,,,,
1148,NCT01936571,34093873,Genomic and transcriptional alterations in first-line chemotherapy exert a potentially unfavorable influence on subsequent immunotherapy in NSCLC.,0.055479852,,,,,
1149,NCT01936571,30073425,Impact of number versus location of metastases on survival in stage IV M1b non-small cell lung cancer.,0.051324557,,,,,
1150,NCT01936571,31015312,Peripheral Blood Markers Identify Risk of Immune-Related Toxicity in Advanced Non-Small Cell Lung Cancer Treated with Immune-Checkpoint Inhibitors.,0.050666934,,,,,
1151,NCT01935232,28676000,Urinary Bone Turnover Markers as Target Indicators for Monitoring Bisphosphonate Drug Treatment in the Management of Osteoporosis.,0.060878806,,,,,
1152,NCT01935232,33080564,Are drug holidays a safe option in treatment of osteoporosis? - Insights from an in silico mechanistic PK-PD model of denosumab treatment of postmenopausal osteoporosis.,0.056155432,,,,,
1153,NCT01935232,28476576,Non-BMD DXA measurements of the hip.,0.077502105,,,,,
1154,NCT01935232,29150298,Spontaneous osteoclastogenesis: Hypothesis for gender-unrelated osteoporosis screening and diagnosis.,0.063481055,,,,,
1155,NCT01935232,33716164,Relevant genetic variants are common in women with pregnancy and lactation-associated osteoporosis (PLO) and predispose to more severe clinical manifestations.,0.086054139,,,,,
1156,NCT01935232,28543781,Fracture Prospectively Recorded From Prepuberty to Young Adulthood: Are They Markers of Peak Bone Mass and Strength in Males?,0.067713461,,,,,
1157,NCT01935232,30956224,Comparison of the effect of vitamin D on osteoporosis and osteoporotic patients with healthy individuals referred to the Bone Density Measurement Center.,0.05979508,,,,,
1158,NCT01935232,31909570,Measuring bone density in axial spondyloarthropathy: Time to turn things on their side?,0.05942952,,,,,
1159,NCT01935232,32117052,Added Value of Impact Microindentation in the Evaluation of Bone Fragility: A Systematic Review of the Literature.,0.0790934,,,,,
1160,NCT01935232,33135182,Prediction of Fracture Risk From Early-Stage Bone Markers in Patients With Osteoporosis Treated With Once-Yearly Administered Zoledronic Acid.,0.058712798,,,,,
1161,NCT01935232,28722766,Comparative Analysis of the Radiology of Osteoporotic Vertebral Fractures in Women and Men: Cross-Sectional and Longitudinal Observations from the Canadian Multicentre Osteoporosis Study (CaMos).,0.054848143,,,,,
1162,NCT01935232,29762165,Improved fracture prediction using different fracture risk assessment tool adjustments in HIV-infected women.,0.057920045,,,,,
1163,NCT01935232,32777516,Effects of prior osteoporosis treatment on early treatment response of romosozumab in patients with postmenopausal osteoporosis.,0.065513092,,,,,
1164,NCT01935232,33666707,Anorexia Nervosa and Osteoporosis.,0.056134506,,,,,
1165,NCT01935232,26293682,"Association between bone indices assessed by DXA, HR-pQCT and QCT scans in post-menopausal women.",0.08657357,,,,,
1166,NCT01935232,27111239,Trabecular Bone Score in Patients With Chronic Glucocorticoid Therapy-Induced Osteoporosis Treated With Alendronate or Teriparatide.,0.983711102,,,,,
1167,NCT01935232,29982545,"Bone Mass, Microstructure, and Strength Can Discriminate Vertebral Fracture in Patients on Long-Term Steroid Treatment.",0.055805792,,,,,
1168,NCT01935232,32936366,Prediction of osteoporotic fragility re-fracture with lumbar spine DXA-based derived bone strain index: a multicenter validation study.,0.103885543,,,,,
1169,NCT01917461,25785720,A novel host-proteome signature for distinguishing between acute bacterial and viral infections.,0.113530163,,,,,
1170,NCT01894529,33504185,Imaging Markers of Brain Frailty and Outcome in Patients With Acute Ischemic Stroke.,0.497484979,,,,,
1171,NCT01894529,33743411,Cerebral Venous Sinus Thrombosis in COVID-19 Patients: A Multicenter Study and Review of Literature.,0.59857265,,,,,
1172,NCT01894529,23929752,Validation of the DRAGON score in 12 stroke centers in anterior and posterior circulation.,0.108308714,,,,,
1173,NCT01894529,28831649,Imaging Markers of Post-Stroke Depression and Apathy: a Systematic Review and Meta-Analysis.,0.058637808,,,,,
1174,NCT01894529,24595590,Outcomes of a contemporary cohort of 536 consecutive patients with acute ischemic stroke treated with endovascular therapy.,0.057276569,,,,,
1175,NCT01894529,28345429,Uric acid therapy improves the outcomes of stroke patients treated with intravenous tissue plasminogen activator and mechanical thrombectomy.,0.056985184,,,,,
1176,NCT01894529,19342831,"Endothelial dysfunction, vascular disease and stroke: the ARTICO study.",0.055928676,,,,,
1177,NCT01894529,12147313,Unfractionated heparin is associated with a lower rise of serum vascular cell adhesion molecule-1 in acute ischemic stroke patients.,0.050789634,,,,,
1178,NCT01826760,36152131,N-terminal propeptide of type 3 collagen-based sequential algorithm can identify high-risk steatohepatitis and fibrosis in MAFLD.,0.071727619,,,,,
1179,NCT01826760,26213849,Conditional survival estimate of acute-on-chronic hepatitis B liver failure: a dynamic prediction based on a multicenter cohort.,0.317181272,,,,,
1180,NCT01826760,30241795,Nomogram prediction of individual prognosis of patients with acute-on-chronic hepatitis B liver failure.,0.1619914,,,,,
1181,NCT01641562,24268372,Early detection of epirubicin-induced cardiotoxicity in patients with breast cancer.,0.057529782,,,,,
1182,NCT01617395,32070238,Experimental design and sample size considerations in longitudinal magnetic resonance imaging-based biomarker detection for multiple sclerosis.,0.89137563,,,,,
1183,NCT01617395,35027474,Central Vein Sign Profile of Newly Developing Lesions in Multiple Sclerosis: A 3-Year Longitudinal Study.,0.626003936,,,,,
1184,NCT01617395,27270171,Persistent 7-tesla phase rim predicts poor outcome in new multiple sclerosis patient lesions.,0.619697661,,,,,
1185,NCT01617395,34390015,7T MRI Differentiates Remyelinated from Demyelinated Multiple Sclerosis Lesions.,0.49017413,,,,,
1186,NCT01617395,27551666,PREVAIL: Predicting Recovery through Estimation and Visualization of Active and Incident Lesions.,0.489852558,,,,,
1187,NCT01617395,34088875,Chronic White Matter Inflammation and Serum Neurofilament Levels in Multiple Sclerosis.,0.39101917,,,,,
1188,NCT01617395,30300751,Automatic segmentation of the spinal cord and intramedullary multiple sclerosis lesions with convolutional neural networks.,0.390009674,,,,,
1189,NCT01617395,31536435,"The ""central vein sign"" in patients with diagnostic ""red flags"" for multiple sclerosis: A prospective multicenter 3T study.",0.389600301,,,,,
1190,NCT01617395,32799417,Paramagnetic Rim Lesions are Specific to Multiple Sclerosis: An International Multicenter 3T MRI Study.,0.322545245,,,,,
1191,NCT01617395,33177959,"An International Standardized Magnetic Resonance Imaging Protocol for Diagnosis and Follow-up of Patients with Multiple Sclerosis: Advocacy, Dissemination, and Implementation Strategies.",0.311064658,,,,,
1192,NCT01617395,30652391,Multisite reliability and repeatability of an advanced brain MRI protocol.,0.154284517,,,,,
1193,NCT01609465,35381005,Reproducible disease phenotyping at scale: Example of coronary artery disease in UK Biobank.,0.148725182,,,,,
1194,NCT01609465,30896328,Subsequent Event Risk in Individuals With Established Coronary Heart Disease.,0.124570614,,,,,
1195,NCT01609465,26928409,A 10-year prognostic model for patients with suspected angina attending a chest pain clinic.,0.095416976,,,,,
1196,NCT01609465,30897348,Association of Chromosome 9p21 With Subsequent Coronary Heart Disease Events.,0.083434969,,,,,
1197,NCT01609465,19892791,Evaluating the causal relevance of diverse risk markers: horizontal systematic review.,0.073747017,,,,,
1198,NCT01527396,24428370,Risk assessment of lymph node metastasis before surgery in endometrial cancer: do we need a clinical trial for low-risk patients?,0.089073543,,,,,
1199,NCT01490541,23432088,Flexible spectral imaging color enhancement plus probe-based confocal laser endomicroscopy for gastric intestinal metaplasia detection.,0.729459967,,,,,
1200,NCT01398631,23010286,Trends and predictors of rehospitalisation following an acute coronary syndrome: report from the Australian and New Zealand population of the Global Registry of Acute Coronary Events (GRACE).,0.057730691,,,,,
1201,NCT01398631,28011810,Cohort profile of BIOMArCS: the BIOMarker study to identify the Acute risk of a Coronary Syndrome-a prospective multicentre biomarker study conducted in the Netherlands.,0.660253243,,,,,
1202,NCT01398631,30715570,Clinical characteristics and prognostic factors in acute coronary syndrome patients complicated with cardiogenic shock in Japan: analysis from the Japanese Circulation Society Cardiovascular Shock Registry.,0.079333676,,,,,
1203,NCT01398631,32334528,Evaluation and comparison of six GRACE models for the stratification of undifferentiated chest pain in the emergency department.,0.058715293,,,,,
1204,NCT01398631,33662350,Prognostic value of soluble urokinase plasminogen activator receptor in patients presenting to the emergency department with chest pain suggestive of acute coronary syndrome.,0.057337254,,,,,
1205,NCT01398631,34195809,Classification performance of clinical risk scoring in suspected acute coronary syndrome beyond a rule-out troponin profile.,0.193649416,,,,,
1206,NCT01398631,21435709,A 2-h diagnostic protocol to assess patients with chest pain symptoms in the Asia-Pacific region (ASPECT): a prospective observational validation study.,0.056392536,,,,,
1207,NCT01398631,22294968,Risk scores for patients with chest pain: evaluation in the emergency department.,0.09448025,,,,,
1208,NCT01398631,22373720,Osteoprotegerin and cardiovascular mortality in patients with non-ST elevation acute coronary syndromes.,0.195302836,,,,,
1209,NCT01398631,23283413,The predictive value of the exercise ECG for major adverse cardiac events in patients who presented with chest pain in the emergency department.,0.981946587,,,,,
1210,NCT01398631,23576231,Modified TIMI risk score cannot be used to identify low-risk chest pain in the emergency department: a multicentre validation study.,0.132854379,,,,,
1211,NCT01398631,24093852,Prognostic significance of presenting blood pressure in non-ST-segment elevation acute coronary syndrome in relation to prior history of hypertension.,0.050037244,,,,,
1212,NCT01398631,26227188,10-Year Mortality Outcome of a Routine Invasive Strategy Versus a Selective Invasive Strategy in Non-ST-Segment Elevation Acute Coronary Syndrome: The British Heart Foundation RITA-3 Randomized Trial.,0.057390531,,,,,
1213,NCT01398631,28033243,Prognostic values of 4 risk scores in Chinese patients with chest pain: Prospective 2-centre cohort study.,0.951976162,,,,,
1214,NCT01398631,28361582,HEART score performance in Asian and Caucasian patients presenting to the emergency department with suspected acute coronary syndrome.,0.982998456,,,,,
1215,NCT01398631,30354460,High-Sensitivity Cardiac Troponin I and Clinical Risk Scores in Patients With Suspected Acute Coronary Syndrome.,0.189591546,,,,,
1216,NCT01398631,35383078,Prehospital risk assessment in patients suspected of non-ST-segment elevation acute coronary syndrome: a systematic review and meta-analysis.,0.079695911,,,,,
1217,NCT01398631,22436507,Serial multiple biomarkers in the assessment of suspected acute coronary syndrome: multiple infarct markers in chest pain (MIMIC) study.,0.412891176,,,,,
1218,NCT01398631,23117012,Identifying patients for early discharge: performance of decision rules among patients with acute chest pain.,0.08202511,,,,,
1219,NCT01398631,23465250,A prospective validation of the HEART score for chest pain patients at the emergency department.,0.319308881,,,,,
1220,NCT01398631,24070098,"The impact of the HEART risk score in the early assessment of patients with acute chest pain: design of a stepped wedge, cluster randomised trial.",0.974890085,,,,,
1221,NCT01398631,25202026,Fast assessment and management of chest pain without ST-elevation in the pre-hospital gateway: rationale and design.,0.056892909,,,,,
1222,NCT01398631,26881812,Comparison of the HEART and TIMI Risk Scores for Suspected Acute Coronary Syndrome in the Emergency Department.,0.34191395,,,,,
1223,NCT01398631,27810290,"Comparison of the GRACE, HEART and TIMI score to predict major adverse cardiac events in chest pain patients at the emergency department.",0.083008537,,,,,
1224,NCT01398631,27810290,"Comparison of the GRACE, HEART and TIMI score to predict major adverse cardiac events in chest pain patients at the emergency department.",0.083008537,,,,,
1225,NCT01398631,29480016,A direct comparison of decision rules for early discharge of suspected acute coronary syndromes in the era of high sensitivity troponin.,0.385332665,,,,,
1226,NCT01398631,29480016,A direct comparison of decision rules for early discharge of suspected acute coronary syndromes in the era of high sensitivity troponin.,0.385332665,,,,,
1227,NCT01398631,30351514,"The prevalence, predictors and outcomes of guideline-directed medical therapy in patients with acute myocardial infarction undergoing PCI, an analysis from the PROMETHEUS registry.",0.07081249,,,,,
1228,NCT01398631,34763776,Echocardiographic Ischemic Memory Molecular Imaging for Point-of-Care Detection of Myocardial Ischemia.,0.098211803,,,,,
1229,NCT01398631,34763776,Echocardiographic Ischemic Memory Molecular Imaging for Point-of-Care Detection of Myocardial Ischemia.,0.098211803,,,,,
1230,NCT01398631,23816022,Canada Acute Coronary Syndrome Risk Score: a new risk score for early prognostication in acute coronary syndromes.,0.089379917,,,,,
1231,NCT01398631,34565377,Dropping risk stratification with subsequent treatment-risk paradox in non ST elevation acute coronary syndromes: a clinical audit in Iraq.,0.383607228,,,,,
1232,NCT01398631,35380662,Data standards for acute coronary syndrome and percutaneous coronary intervention: the European Unified Registries for Heart Care Evaluation and Randomised Trials (EuroHeart).,0.109896729,,,,,
1233,NCT01398631,23583250,Validation of high-sensitivity troponin I in a 2-hour diagnostic strategy to assess 30-day outcomes in emergency department patients with possible acute coronary syndrome.,0.065231575,,,,,
1234,NCT01398631,23683717,Comparison of three risk stratification rules for predicting patients with acute coronary syndrome presenting to an Australian emergency department.,0.949992014,,,,,
1235,NCT01398631,29537291,Metabolic syndrome and the risk of adverse cardiovascular events after an acute coronary syndrome.,0.050715364,,,,,
1236,NCT01398631,31376910,Urgent Revascularization Strategies in Patients With Diabetes Mellitus and Acute Coronary Syndrome.,0.117684882,,,,,
1237,NCT01369290,36094967,EEG Biomarkers to Predict Response to Sertraline and Placebo Treatment in Major Depressive Disorder.,0.811992796,,,,,
1238,NCT01369290,23684127,A machine learning approach using EEG data to predict response to SSRI treatment for major depressive disorder.,0.577223215,,,,,
1239,NCT01369290,21097134,Using pre-treatment EEG data to predict response to SSRI treatment for MDD.,0.092175197,,,,,
1240,NCT01364168,35531780,"Combined Oral Triglyceride and Glucose Tolerance Test After Acute Ischemic Stroke to Predict Recurrent Vascular Events: The Berlin ""Cream&Sugar"" Study.",0.945146146,,,,,
1241,NCT01363856,35531780,"Combined Oral Triglyceride and Glucose Tolerance Test After Acute Ischemic Stroke to Predict Recurrent Vascular Events: The Berlin ""Cream&Sugar"" Study.",0.854161743,,,,,
1242,NCT01247480,24635704,Personalized therapy for breast cancer.,0.091952656,,,,,
1243,NCT01247480,27695115,Comparison of the Ability of Different Clinical Treatment Scores to Estimate Prognosis in High-Risk Early Breast Cancer Patients: A Hellenic Cooperative Oncology Group Study.,0.086683987,,,,,
1244,NCT01194024,21475006,"StrataGraft skin substitute is well-tolerated and is not acutely immunogenic in patients with traumatic wounds: results from a prospective, randomized, controlled dose escalation trial.",0.105761028,,,,,
1245,NCT01161381,31520484,Results of the ADHERE upper airway stimulation registry and predictors of therapy efficacy.,0.069850052,,,,,
1246,NCT01130402,22300423,Varenicline as a smoking cessation aid in a Greek population: a subanalysis of an observational study.,0.064550357,,,,,
1247,NCT01130402,23291522,"Logistic regression analyses for predicting clinically important differences in motor capacity, motor performance, and functional independence after constraint-induced therapy in children with cerebral palsy.",0.1171212,,,,,
1248,NCT01130402,25910931,Risk factors and derived formosa score for intravenous immunoglobulin unresponsiveness in Taiwanese children with Kawasaki disease.,0.191601175,,,,,
1249,NCT01130402,28771476,"Evaluation of novel computerized tomography scoring systems in human traumatic brain injury: An observational, multicenter study.",0.059399567,,,,,
1250,NCT01130402,32562435,Identification of Specific Endobronchial Ultrasound Features to Differentiate Sarcoidosis From Other Causes of Lymphadenopathy.,0.956478712,,,,,
1251,NCT01130402,35461213,Sentinel lymph node procedure in patients with recurrent vulvar squamous cell carcinoma: a proposed protocol for a multicentre observational study.,0.060318733,,,,,
1252,NCT01130402,22177369,Kawasaki disease and Henoch-Schönlein purpura - 10 years' experience of childhood vasculitis at a university hospital in Taiwan.,0.11889597,,,,,
1253,NCT01130402,28639043,Ultrasonographic optic nerve sheath diameter for predicting elevated intracranial pressure during laparoscopic surgery: a systematic review and meta-analysis.,0.056346936,,,,,
1254,NCT01079728,33514491,Association of Chronic Kidney Disease With In-Hospital Outcomes of Endovascular Stroke Interventions.,0.454329571,,,,,
1255,NCT01079728,35145468,Enriching the Study Population for Ischemic Stroke Therapeutic Trials Using a Machine Learning Algorithm.,0.077937297,,,,,
1256,NCT01079728,35152129,National Institutes of Health Stroke Scale Correlates Well with Initial Intracerebral Hemorrhage Volume.,0.07982868,,,,,
1257,NCT01079728,35171533,Monitoring of direct oral anticoagulants plasma levels for secondary stroke prevention.,0.338741713,,,,,
1258,NCT01079728,35173805,Early prediction of the 3-month outcome for individual acute ischemic stroke patients who received intravenous thrombolysis using the N2H3 nomogram model.,0.052803768,,,,,
1259,NCT01079728,35342808,Preventive antibiotic therapy in acute stroke patients: A systematic review and meta-analysis of individual patient data of randomized controlled trials.,0.818757668,,,,,
1260,NCT01079728,35357536,Probability maps classify ischemic stroke regions more accurately than CT perfusion summary maps.,0.066247028,,,,,
1261,NCT01079728,35411138,Nomogram for Persistent Post-Stroke Depression and Decision Curve Analysis.,0.150145874,,,,,
1262,NCT01079728,35490470,A New Nomogram Model for Individualized Prediction of Cognitive Impairment in Patients with Acute Ischemic Stroke.,0.345303247,,,,,
1263,NCT01079728,35502192,The Liverpool Heart And bRain Project (L-HARP): Protocol for an Observational Cohort Study of Cardiovascular Risk and Outcomes Following Stroke.,0.295319083,,,,,
1264,NCT01079728,35530955,Comparison of clinical scores for predicting stroke-associated pneumonia after intracerebral hemorrhage (ICH): potential tools for personalized care and clinical trials for ICH.,0.056196019,,,,,
1265,NCT01079728,35531780,"Combined Oral Triglyceride and Glucose Tolerance Test After Acute Ischemic Stroke to Predict Recurrent Vascular Events: The Berlin ""Cream&Sugar"" Study.",0.986656711,,,,,
1266,NCT01079728,35545938,Automatic Segmentation in Acute Ischemic Stroke: Prognostic Significance of Topological Stroke Volumes on Stroke Outcome.,0.136680467,,,,,
1267,NCT01079728,35695316,Feasibility of a Clinical-Radiomics Model to Predict the Outcomes of Acute Ischemic Stroke.,0.192895761,,,,,
1268,NCT01079728,35722813,Predictors of post-stroke delirium incidence and duration: Results of a prospective observational study using high-frequency delirium screening.,0.767216693,,,,,
1269,NCT01079728,35749935,Ipsilateral Carotid Plaque Presence is Inversely Associated with Patent Foramen Ovale in Cryptogenic Stroke: A Multicenter CohortStudy.,0.193904017,,,,,
1270,NCT01079728,35773640,Personalized neurorehabilitative precision medicine: from data to therapies (MWKNeuroReha) - a multi-centre prospective observational clinical trial to predict long-term outcome of patients with acute motor stroke.,0.114723001,,,,,
1271,NCT01079728,35876563,Cerebral small vessel disease burden and cognitive and functional outcomes after stroke: A multicenter prospective cohort study.,0.059461761,,,,,
1272,NCT01079728,35909453,Prognostic values of serum alkaline phosphatase and globulin levels in patients undergoing intravenous thrombolysis.,0.097496532,,,,,
1273,NCT01079728,35927621,Correlation of carotid corrected flow time and respirophasic variation in blood flow peak velocity with stroke volume variation in elderly patients under general anaesthesia.,0.301600455,,,,,
1274,NCT01079728,36082264,Association of stroke lesion shape with newly detected atrial fibrillation - Results from the MonDAFIS study.,0.972596788,,,,,
1275,NCT01079728,36115361,"Risk of subsequent disabling or fatal stroke in patients with transient ischaemic attack or minor ischaemic stroke: an international, prospective cohort study.",0.592192551,,,,,
1276,NCT01079728,26463691,Validation of the 9-Point and 24-Point Hematoma Expansion Prediction Scores and Derivation of the PREDICT A/B Scores.,0.985800694,,,,,
1277,NCT01079728,22405630,Prediction of haematoma growth and outcome in patients with intracerebral haemorrhage using the CT-angiography spot sign (PREDICT): a prospective observational study.,0.982488244,,,,,
1278,NCT01079728,32314278,Study protocol for prospect trial to elucidate the utility of echocardiography-based cardiac output in acute heart failure (PREDICT).,0.981824523,,,,,
1279,NCT01079728,24192450,Impact of selection criteria on recruitment in an interventional stroke trial.,0.973823896,,,,,
1280,NCT01079728,31008268,Clinical risk scores for predicting stroke-associated pneumonia: A systematic review.,0.966394143,,,,,
1281,NCT01079728,33873077,Use of Pulmonary Computed Tomography for Evaluating Suspected Stroke-Associated Pneumonia.,0.962593901,,,,,
1282,NCT01079728,31371565,New and expanding ventricular hemorrhage predicts poor outcome in acute intracerebral hemorrhage.,0.944811443,,,,,
1283,NCT01079728,31236691,Septal total atrial conduction time for prediction of atrial fibrillation in embolic stroke of unknown source: a pilot study.,0.943121662,,,,,
1284,NCT01079728,27343067,Ultraearly hematoma growth in active intracerebral hemorrhage.,0.920496997,,,,,
1285,NCT01079728,32689620,"Multicenter, retrospective analysis of endovascular treatment for acute ischemic stroke in nonagenarians.",0.917778401,,,,,
1286,NCT01079728,25587017,Can a novel clinical risk score improve pneumonia prediction in acute stroke care? A UK multicenter cohort study.,0.906197889,,,,,
1287,NCT01079728,25453459,Prediction of manifest Huntington's disease with clinical and imaging measures: a prospective observational study.,0.823283525,,,,,
1288,NCT01079728,26965540,Predicting Persistent Left Ventricular Dysfunction Following Myocardial Infarction: The PREDICTS Study.,0.802116773,,,,,
1289,NCT01079728,24498090,Using highly detailed administrative data to predict pneumonia mortality.,0.730598301,,,,,
1290,NCT01079728,30296622,Patterns of Stroke Transfers and Identification of Predictors for Thrombectomy.,0.606073127,,,,,
1291,NCT01079728,29303797,Lack of Early Improvement Predicts Poor Outcome Following Acute Intracerebral Hemorrhage.,0.589985175,,,,,
1292,NCT01079728,29203690,Autonomic Dysfunction Predicts Clinical Outcomes After Acute Ischemic Stroke: A Prospective Observational Study.,0.542341796,,,,,
1293,NCT01079728,31627996,Risk Stratification for Endovascular Treatment in Acute Anterior Circulation Occlusive Stroke.,0.541173475,,,,,
1294,NCT01079728,27965381,Opercular Index Score: a CT angiography-based predictor of capillary robustness and neurological outcomes in the endovascular management of acute ischemic stroke.,0.516474962,,,,,
1295,NCT01079728,25343586,"Use of CHADS₂ and CHA₂DS₂-VASc scores to predict subsequent myocardial infarction, stroke, and death in patients with acute coronary syndrome: data from Taiwan acute coronary syndrome full spectrum registry.",0.443568702,,,,,
1296,NCT01079728,22100828,Anemia is associated with poor outcomes in patients with less severe ischemic stroke.,0.434589585,,,,,
1297,NCT01079728,33546651,A scoring system derived from electronic health records to identify patients at high risk for noninvasive ventilation failure.,0.419020577,,,,,
1298,NCT01079728,26184600,"Sex and Hemisphere - A Neglected, Nature-Determined Relationship in Acute Ischemic Stroke.",0.418742222,,,,,
1299,NCT01079728,24687898,A simple brain atrophy measure improves the prediction of malignant middle cerebral artery infarction by acute DWI lesion volume.,0.405381875,,,,,
1300,NCT01079728,32558040,Predicting outcomes after acute reperfusion therapy for basilar artery occlusion.,0.400463953,,,,,
1301,NCT01079728,33598654,Risk and clinical outcomes of acute myocardial infarction and acute ischemic stroke following gram-negative bloodstream infection.,0.398699029,,,,,
1302,NCT01079728,31280655,Extubation Readiness in Critically Ill Stroke Patients.,0.393829589,,,,,
1303,NCT01079728,29424437,Simulation for Predicting Effectiveness and Safety of New Cardiovascular Drugs in Routine Care Populations.,0.392645797,,,,,
1304,NCT01079728,32776664,Outcomes following endovascular therapy for acute stroke by interventional cardiologists.,0.387965068,,,,,
1305,NCT01079728,24655785,Development and characterization of a Yucatan miniature biomedical pig permanent middle cerebral artery occlusion stroke model.,0.387007779,,,,,
1306,NCT01079728,33563016,D-Dimer as Predictor of Large Vessel Occlusion in Acute Ischemic Stroke.,0.382611267,,,,,
1307,NCT01079728,30586036,Are Postprocedural Blood Pressure Goals Associated With Clinical Outcome After Mechanical Thrombectomy for Acute Ischemic Stroke?,0.362669983,,,,,
1308,NCT01079728,28487339,Circulating FABP4 (Fatty Acid-Binding Protein 4) Is a Novel Prognostic Biomarker in Patients With Acute Ischemic Stroke.,0.35559858,,,,,
1309,NCT01079728,29459390,First Pass Effect: A New Measure for Stroke Thrombectomy Devices.,0.349941445,,,,,
1310,NCT01079728,32411341,Predictors of Neurological and Functional Recovery in Patients with Moderate to Severe Ischemic Stroke: The EPICA Study.,0.346265266,,,,,
1311,NCT01079728,30389899,Outcomes of endovascular thrombectomy in the elderly: a 'real-world' multicenter study.,0.331737844,,,,,
1312,NCT01079728,27366292,The Itemized NIHSS Scores Are Associated With Discharge Disposition in Patients With Minor Stroke.,0.308219888,,,,,
1313,NCT01079728,32159722,Stroke-mimics in stroke-units. Evaluation after changes imposed by randomized trials.,0.300170292,,,,,
1314,NCT01079728,29940875,The study protocol for PREDICT AF RECURRENCE: a PRospEctive cohort stuDy of surveIllanCe for perioperaTive Atrial Fibrillation RECURRENCE in major non-cardiac surgery for malignancy.,0.192177431,,,,,
1315,NCT01079728,27574516,Development of a Sensitive Outcome for Economical Drug Screening for Progressive Multiple Sclerosis Treatment.,0.19156786,,,,,
1316,NCT01079728,26970808,"Neurophysiological measurements of affected and unaffected motor cortex from a cross-sectional, multi-center individual stroke patient data analysis study.",0.182703131,,,,,
1317,NCT01079728,32897582,"Long-term predictive value of stroke volume index obtained from right heart catheterization: Insights from the veterans affairs clinical assessment, reporting, and tracking program.",0.173439691,,,,,
1318,NCT01079728,32852257,Cerebrovascular events and outcomes in hospitalized patients with COVID-19: The SVIN COVID-19 Multinational Registry.,0.169292102,,,,,
1319,NCT01079728,34393970,Prognostic Value of Abnormal Liver Function Tests After Mechanical Thrombectomy for Acute Ischemic Stroke.,0.169098299,,,,,
1320,NCT01079728,23834262,"The SOAR (Stroke subtype, Oxford Community Stroke Project classification, Age, prestroke modified Rankin) score strongly predicts early outcomes in acute stroke.",0.160517972,,,,,
1321,NCT01079728,26448908,Mapping causal functional contributions derived from the clinical assessment of brain damage after stroke.,0.15907692,,,,,
1322,NCT01079728,22336226,Copeptin and risk stratification in patients with ischemic stroke and transient ischemic attack: the CoRisk study.,0.154886553,,,,,
1323,NCT01079728,28417611,Factors enhancing activities of daily living after stroke in specialized rehabilitation: an observational multicenter study within the Sunnaas International Network.,0.154875713,,,,,
1324,NCT01079728,23057813,Considerations for stimulus-response curves in stroke: an investigation comparing collection and analysis methods.,0.146596389,,,,,
1325,NCT01079728,27684354,Cost-utility analysis of physician-pharmacist collaborative intervention for treating hypertension compared with usual care.,0.144146535,,,,,
